,cid,did
5930,4133,5160
5931,93,5161
5932,18277,5162
1005,69,5163
1006,751,5163
1007,578,5163
5933,29583,5163
5934,105,5167
5935,361,5168
5936,538,5169
5937,18075,5170
1008,3169,5171
5938,12328,5171
5939,8033,5173
5940,25008,5174
5941,12178,5175
5942,2306,5176
5943,602,5177
5944,308,5178
1009,2990,5179
5945,474,5179
5946,4506,5181
5947,3673,5182
5948,12212,5183
5949,732,5184
5950,12288,5185
1010,751,5186
1011,771,5186
5951,1054,5186
5952,2292,5189
5953,107,5190
1012,2718,5191
1013,23638,5191
5954,23257,5191
5955,12001,5194
1014,118,5195
5956,552,5195
1015,12002,5197
5957,2324,5197
1016,16940,5199
5958,12220,5199
5959,24194,5201
1017,12350,5202
1018,1140,5202
5960,26813,5202
5961,399,5205
5962,111,5206
5963,12030,5207
1019,20207,5208
1020,2415,5208
5964,102,5208
5965,92,5211
5966,29582,5212
1021,12197,5213
5967,986,5213
5968,502,5215
5969,607,5216
5970,544,5217
5971,15853,5218
5972,5135,5219
5973,304,5220
1022,12001,5221
5974,2299,5221
1023,5540,5223
5975,2339,5223
5976,25008,5225
5977,1369,5226
5978,10,5227
5979,28069,5228
5980,105,5230
5981,19440,5231
5982,5926,5232
5983,23238,5233
5984,23050,5234
5985,2990,5235
5986,4666,5236
5987,2110,5237
5988,41,5238
5989,3124,5239
5990,12324,5240
5991,3124,5241
1024,614,5242
5992,20793,5242
1025,20695,5244
5993,560,5244
5994,16996,5246
5995,12208,5247
5996,12029,5248
5997,399,5249
5998,997,5250
5999,6083,5251
6000,29734,5252
6001,209,5253
6002,12212,5254
6003,12010,5255
6004,25179,5256
6005,12068,5257
1026,50,5258
1027,251,5258
1028,1093,5258
1029,28074,5258
1030,285,5258
1031,20207,5258
6006,23040,5258
6007,27443,5265
6008,23420,5266
1032,24585,5267
1033,6437,5267
6009,607,5267
6010,12375,5270
6011,226,5271
6012,2650,5272
6013,19299,5273
6014,672,5274
6015,857,5275
6016,2400,5276
6017,540,5277
6018,3392,5278
6019,23,5279
6020,28009,5280
1034,1252,5281
1035,808,5281
6021,171,5281
6022,19296,5284
6023,14170,5285
6024,23638,5286
6025,17540,5287
6026,2496,5288
6027,2603,5289
6028,1178,5290
6029,23238,5291
6030,1927,5292
6031,25179,5293
6032,12111,5294
6033,965,5295
1036,2336,5296
6034,2820,5296
6035,12328,5298
6036,2400,5299
6037,2294,5300
6038,6437,5301
6039,357,5302
6040,808,5303
6041,150,5304
1037,5954,5305
6042,1140,5305
6043,357,5308
6044,2771,5309
6045,259,5310
6046,12874,5311
6047,27443,5312
6048,19440,5313
6049,23257,5314
6050,14170,5315
1038,337,5316
6051,426,5316
6052,13153,5318
6053,336,5319
6054,2038,5320
6055,465,5321
6056,6437,5322
6057,1814,5323
6058,161,5324
6059,808,5325
6060,2820,5326
6061,14222,5327
6062,1060,5328
6063,26759,5329
6064,22387,5330
6065,27242,5331
6066,1121,5332
6067,13428,5333
6068,4666,5334
6069,16138,5335
6070,17532,5336
6071,209,5337
6072,563,5338
1039,5035,5339
6073,1927,5339
6074,13051,5341
6075,24194,5342
6076,857,5343
6077,15449,5344
6078,12030,5345
6079,24936,5346
6080,992,5348
6081,526,5349
6082,1252,5350
6083,2163,5351
6084,14906,5352
6085,13151,5353
6086,24268,5354
6087,4402,5355
6088,557,5356
6089,23740,5357
6090,3780,5358
1040,195,5359
6091,56,5359
6092,12030,5361
6093,13279,5362
6094,12133,5363
6095,2910,5364
6096,2461,5365
6097,21188,5366
6098,28591,5367
6099,1106,5368
6100,195,5369
6101,4666,5370
6102,13023,5371
6103,259,5372
6104,838,5373
6105,25008,5374
6106,1093,5375
6107,25179,5376
6108,526,5377
6109,540,5378
6110,1781,5379
6111,27698,5380
6112,3313,5381
6113,28300,5382
6114,27738,5383
1041,5496,5384
6115,2970,5384
6116,24587,5386
6117,15853,5387
6118,21953,5388
6119,131,5389
6120,13212,5390
6121,12204,5391
6122,544,5392
6123,13369,5393
6124,15293,5394
1042,849,5395
1043,941,5397
6125,199,5397
1044,2966,5399
6126,24313,5399
6127,23040,5401
6128,21281,5402
1045,941,5403
6129,12606,5403
1046,114,5405
1047,3480,5405
1048,20883,5405
6130,18488,5405
6131,26856,5409
6132,4518,5410
6133,1140,5411
6134,5056,5412
6135,28245,5413
6136,24057,5414
6137,16233,5416
6138,2100,5417
6139,4518,5418
6140,5807,5419
6141,25048,5420
6142,29936,5421
1049,435,5422
6143,104,5422
6144,24313,5424
6145,7927,5425
6146,29554,5426
6147,29583,5427
1050,2603,5428
6148,4702,5428
6149,26653,5430
6150,24313,5431
6151,152,5432
6152,3480,5433
6153,22951,5434
6154,992,5435
6155,2378,5436
6156,17576,5437
6157,12059,5438
6158,266,5439
6159,12966,5440
6160,12121,5442
6161,4244,5443
6162,5004,5444
6163,135,5445
6164,17157,5446
6165,24985,5447
6166,2943,5448
6167,27802,5449
6168,2146,5450
6169,19197,5451
6170,337,5452
6171,118,5453
6172,237,5454
1051,218,5455
6173,6,5455
6175,26485,5457
6176,17215,5458
6177,14556,5459
6178,12061,5460
6179,28589,5461
6180,2970,5462
6181,4679,5463
6182,516,5464
6183,5452,5465
6184,29519,5466
6185,3049,5467
6186,16795,5468
6187,476,5469
6188,1279,5470
6189,284,5471
6190,237,5472
6191,4559,5473
6192,250,5474
6193,622,5475
6194,25048,5476
6195,329,5477
6196,17130,5478
6197,186,5479
6198,497,5480
6199,29077,5481
6200,29873,5482
6201,242,5483
6202,869,5484
6203,2910,5485
6204,5498,5486
6205,119,5487
6206,23740,5488
6207,8033,5489
6208,292,5490
1052,12804,5491
6209,13531,5491
6210,2146,5493
6211,4767,5494
6212,119,5495
6213,5400,5496
6214,14548,5497
6215,13332,5498
6216,6890,5499
6217,426,5501
6218,1149,5502
6219,159,5503
6220,301,5504
6221,2986,5505
1053,29593,5506
6222,444,5506
1054,27271,5508
1055,513,5508
1056,16795,5508
6223,12734,5508
6224,8033,5512
6225,28589,5513
6226,27039,5514
6227,15783,5515
6228,476,5516
6229,12135,5517
6230,12421,5518
6231,13683,5519
6232,28300,5520
6233,24161,5521
6234,18286,5523
6235,29,5524
6236,28369,5525
6237,246,5526
1057,29776,5527
6238,18593,5527
6239,5135,5529
6240,1083,5530
6241,12350,5531
6242,704,5532
6243,20946,5533
6244,751,5534
6245,27244,5535
6246,77,5536
6247,25777,5537
6248,255,5538
6249,24038,5539
6250,37,5540
1058,18286,5541
6251,337,5541
6252,59,5543
1059,237,5544
1060,2337,5544
1061,5498,5544
6253,535,5544
6254,1577,5548
6255,2461,5549
6256,474,5550
6257,7947,5551
6258,1019,5552
6259,16867,5553
6260,4169,5554
1062,27458,5555
6261,7927,5555
1063,28695,5557
6262,24800,5557
6263,12029,5559
6264,13360,5560
1064,573,5561
6265,82,5561
6266,18787,5563
6267,249,5564
1065,1325,5565
1066,563,5565
6268,171,5565
6269,13683,5568
6270,25048,5569
6271,1149,5570
1067,573,5571
6272,396,5571
6273,301,5573
6274,19983,5574
6275,20944,5575
6276,26626,5576
6277,2146,5577
1068,2255,5578
1069,12083,5578
6278,2957,5578
6279,26813,5581
6280,13360,5582
1070,247,5583
1071,27244,5583
1072,1105,5583
1073,154,5583
1074,422,5583
1075,99,5583
1076,737,5583
6281,28018,5583
6282,152,5591
6283,2461,5592
1077,200,5593
1078,59,5593
1079,434,5593
1080,13332,5593
6284,392,5593
1081,2400,5598
6285,435,5598
6286,342,5600
6287,514,5601
6288,3266,5602
6289,29873,5603
6290,5135,5604
6291,1022,5605
6292,361,5606
1082,932,5607
6293,577,5607
6294,577,5609
6295,13369,5610
6296,434,5611
6298,577,5612
6299,622,5613
6300,862,5614
6301,23505,5615
6302,25397,5616
6303,24057,5617
6304,23039,5618
6305,2469,5619
6306,17576,5620
6307,1196,5621
6308,1313,5622
6309,18154,5623
6310,1252,5624
1084,1279,5625
6311,3148,5625
6312,465,5627
1085,19109,5628
6313,265,5628
6314,27206,5630
6315,18286,5631
1086,672,5632
1087,68,5632
6316,392,5632
6317,4702,5635
6318,288,5636
6319,27387,5637
6320,27272,5638
6321,27458,5639
6322,27458,5640
6323,141,5641
6324,3226,5642
6325,12399,5643
6326,4936,5644
6327,413,5645
6328,665,5646
6329,516,5647
6330,12109,5648
6331,3707,5649
6332,12380,5650
6333,13683,5651
6334,24985,5652
6335,303,5653
6336,2820,5654
6337,1065,5655
6338,27313,5656
6339,20696,5657
6340,3617,5658
6341,1056,5659
6342,135,5660
6343,862,5661
1088,378,5662
6344,59,5662
1089,37,5664
1090,12330,5664
6345,552,5664
6346,12581,5667
6347,53,5668
6348,3616,5669
6349,329,5670
6350,25777,5671
6351,152,5672
6352,3617,5673
6353,1076,5674
1091,19961,5675
6354,13051,5675
6355,17405,5677
6356,19432,5678
6357,336,5679
6358,368,5680
6359,53,5681
6360,4689,5682
6361,151,5683
6362,3313,5684
1092,636,5685
6363,19440,5685
6364,2301,5687
6365,3546,5688
6366,12498,5689
6367,12196,5690
1093,2141,5691
6368,24268,5691
6369,14266,5693
6370,1149,5694
1094,27756,5695
6371,29113,5695
6372,12999,5697
6373,21331,5698
6374,200,5699
6375,2650,5700
1095,1076,5701
6376,1971,5701
1096,25777,5703
6377,4244,5703
6378,1320,5705
6379,22137,5706
6380,12041,5707
1097,12466,5708
6381,24882,5708
6382,152,5710
1098,636,5711
6383,19440,5711
6384,22406,5713
6385,2401,5714
6386,1520,5715
6387,12111,5716
6388,12399,5717
6389,5807,5718
6390,27662,5719
6391,15783,5720
6392,3243,5721
6393,1325,5722
6394,24955,5723
6395,24268,5724
6396,27738,5725
6397,3313,5726
6398,3617,5727
1099,12966,5728
6399,8029,5728
1100,20631,5731
1101,237,5731
1102,21351,5731
6400,24800,5731
6401,42,5735
6402,19109,5736
6403,2061,5737
6404,1247,5738
6405,6423,5739
1103,2626,5740
6406,151,5740
6407,24985,5742
6408,246,5743
6409,1896,5744
6410,16667,5745
6411,5991,5746
6412,5342,5748
6413,1320,5749
6414,24949,5750
6415,17158,5751
6416,12045,5752
6417,2300,5753
6418,25093,5754
6419,27660,5755
6420,15542,5756
6421,64,5757
6422,3898,5758
6423,24038,5759
1104,1745,5760
6424,6548,5760
1105,131,5762
6425,422,5762
6426,23753,5764
6427,27698,5765
6428,3126,5766
6429,14618,5767
6430,4019,5768
6431,28574,5769
6432,694,5770
6433,25397,5771
6434,27242,5772
6435,15192,5773
6436,4361,5774
6437,3272,5775
1106,412,5776
1107,560,5776
6438,255,5776
1108,148,5779
6439,123,5779
1109,657,5781
1110,106,5781
1111,59,5781
1112,6,5781
1113,34,5781
1114,85,5781
1115,3026,5781
1116,434,5781
1117,43,5781
1118,135,5781
1119,8021,5781
1120,480,5781
1121,119,5781
6440,118,5781
6441,5704,5795
6442,1057,5796
1122,12052,5797
6443,14252,5797
6444,12197,5799
6445,53,5800
6446,1896,5801
6447,213,5802
6448,111,5803
6449,808,5804
6450,16083,5805
1123,5954,5806
6451,246,5806
6452,1879,5809
6453,5075,5810
6454,12874,5811
6455,15962,5812
1124,3392,5813
1125,5496,5813
1126,23040,5813
1127,24951,5813
1128,5503,5813
1129,227,5813
6456,17416,5813
6457,105,5820
6458,20711,5821
6459,14170,5822
6460,1369,5823
1130,1105,5824
6461,16940,5824
6462,849,5826
6463,1129,5827
6464,25157,5828
6465,195,5829
1131,2275,5830
6466,20058,5830
6467,12001,5832
1132,14266,5833
1133,2820,5833
6468,849,5833
6469,20703,5836
6470,13586,5837
6471,22735,5838
6472,27273,5839
6473,12350,5840
6474,27558,5841
6475,19983,5842
6476,1150,5843
6477,6548,5844
6478,12874,5845
6479,13023,5846
6480,171,5847
6481,23003,5848
6482,111,5849
6483,2297,5850
1134,266,5851
1135,292,5851
1136,94,5851
1137,554,5851
1138,465,5851
1139,12323,5851
6484,552,5851
6485,266,5858
6486,13279,5859
1140,12068,5860
6487,2300,5860
6488,21241,5862
6489,25578,5863
6490,12083,5864
6491,432,5865
6492,25091,5866
6493,12586,5867
6494,7247,5868
6495,12584,5869
6496,700,5870
1141,965,5871
1142,22008,5871
1143,23580,5871
1144,23579,5871
1145,23401,5871
6497,2334,5871
6498,28186,5877
6499,24288,5878
6500,4702,5879
6501,820,5880
6502,1129,5881
6503,856,5882
6504,2626,5883
6505,2208,5884
1146,519,5885
6506,4640,5885
6507,270,5887
1147,12135,5888
6508,25350,5888
1148,3049,5890
6509,20099,5890
6510,2339,5892
6511,12029,5893
1149,23579,5894
6512,22735,5894
1150,12001,5896
6513,7247,5896
6514,12115,5898
6515,5420,5899
6516,3663,5900
1151,557,5901
1152,282,5901
1153,12734,5901
6517,12323,5901
6518,365,5905
1154,12002,5906
1155,12109,5906
6519,2307,5906
6520,12041,5909
6521,12083,5910
6522,12399,5911
1156,2301,5912
6523,2303,5912
1157,14266,5914
6524,3306,5914
6525,12001,5916
6526,29582,5917
1158,3924,5918
1159,4162,5918
6527,23633,5918
6528,17158,5921
6529,12502,5922
6530,12029,5923
1160,23638,5924
6531,737,5924
1161,12055,5926
1162,12397,5926
1163,15293,5926
6532,12009,5926
1164,20099,5930
1165,2290,5930
6533,4123,5933
6534,26626,5934
6535,213,5935
1166,22008,5936
6536,5540,5936
6537,16940,5938
6538,12135,5939
1167,28009,5940
6539,2303,5940
1168,3608,5942
1169,23420,5942
6540,28441,5942
6541,848,5945
6542,12854,5946
6543,23257,5947
1170,21953,5948
6544,110,5948
6545,2306,5950
6546,12581,5951
6547,19296,5952
1171,3348,5953
1172,508,5953
6548,519,5953
1173,704,5956
1174,14266,5956
6549,849,5956
6550,12420,5959
6551,151,5961
6552,2990,5962
6553,19440,5963
6554,3219,5964
6555,848,5965
1175,23050,5966
6556,6437,5966
6557,12350,5969
6558,20350,5970
6559,1026,5971
1176,28069,5972
6560,25134,5972
6561,399,5975
6562,12363,5976
6563,243,5977
6564,12052,5978
1177,12019,5979
6565,12502,5979
1178,465,5981
6566,552,5981
6567,281,5983
6568,12059,5984
6569,3029,5985
1179,1255,5986
1180,23401,5986
1181,23238,5986
1182,14266,5986
1183,15293,5986
6570,737,5986
6571,2208,5993
6572,2846,5994
6573,13279,5995
6574,5540,5996
6575,16940,5997
6576,5807,5998
6577,607,5999
1184,597,6000
1185,18105,6000
6578,18105,6000
6579,5455,6003
1186,557,6004
1187,554,6004
1188,21,6004
6580,85,6004
6581,12019,6008
6582,14170,6009
6583,22735,6010
6584,12068,6011
6585,526,6012
1189,16110,6013
6586,2897,6013
6587,16233,6015
6588,7065,6016
1190,104,6018
6589,435,6018
1191,23580,6020
1192,23579,6020
6590,22735,6020
1193,13279,6023
6591,26721,6023
6592,265,6025
6593,7065,6026
6594,1814,6027
6595,12581,6028
6596,544,6029
1194,51,6030
1195,12350,6030
1196,12399,6030
1197,5455,6030
6597,556,6030
6598,2831,6035
6599,563,6036
1198,1016,6037
6600,997,6037
6601,1129,6039
6602,195,6040
6603,395,6041
6604,1909,6042
6605,1846,6043
6606,2227,6044
1199,94,6045
1200,459,6045
6607,59,6045
6608,361,6048
6609,27323,6049
6610,88,6050
1201,28186,6051
6611,56,6051
6612,4112,6053
6613,538,6054
6614,346,6055
6615,21196,6056
1202,539,6057
1203,8029,6057
6616,24429,6057
6617,657,6060
1204,12312,6061
6618,2296,6061
6619,5482,6063
6620,14871,6064
6621,15228,6065
1205,1119,6066
6622,976,6068
6623,12418,6069
1206,15228,6070
6624,3367,6070
1207,357,6072
1208,866,6072
6625,6423,6072
1209,2338,6075
6626,4123,6075
1210,12002,6077
6627,2339,6077
6628,6423,6079
1211,1814,6080
6629,3617,6080
6630,1026,6082
6631,25350,6083
6632,24956,6084
6633,2333,6085
6634,12584,6086
6635,28443,6087
6636,26453,6088
6637,12502,6089
6638,23039,6090
6639,12001,6091
6640,154,6092
6641,3226,6093
6642,12121,6094
6643,13869,6095
6644,14222,6096
6645,446,6097
6646,24585,6098
6647,25008,6099
6648,346,6100
6649,3707,6101
1212,31,6102
1213,2806,6102
6650,664,6102
6651,243,6105
1214,12298,6106
6652,348,6106
6653,20695,6109
6654,29303,6110
1215,12029,6111
6655,12421,6111
6656,12010,6113
6657,3219,6114
1216,13156,6115
6658,1745,6115
6659,12312,6117
1217,12030,6118
1218,12586,6118
1219,5656,6118
1220,539,6118
1221,573,6118
1222,102,6118
1223,5498,6118
1224,5611,6118
1225,4301,6118
1226,28300,6118
6660,20581,6118
6661,135,6129
1227,19197,6130
6662,29086,6130
6663,28369,6132
6664,1127,6133
6665,5455,6134
6666,20711,6135
6667,29,6136
6668,20600,6137
6669,3511,6138
6670,199,6139
1228,5772,6140
6671,2163,6140
1229,556,6142
6672,20561,6142
6673,12111,6144
6674,249,6145
6675,27443,6146
6676,3026,6147
6677,20287,6148
1230,2598,6149
6678,12193,6149
6679,12193,6151
1231,24065,6152
6680,3126,6152
1232,2208,6154
1233,124,6154
6681,28441,6154
6682,2298,6157
6683,29582,6158
6684,23296,6159
6685,346,6160
1234,1927,6161
6686,1908,6161
6687,15992,6163
6688,538,6164
6689,426,6165
6690,25424,6166
6691,26881,6167
6692,3898,6168
6693,19638,6169
6694,13819,6170
6695,12059,6171
6696,2334,6172
6697,1369,6173
6698,422,6174
1235,27387,6175
6699,3029,6175
6700,244,6177
6701,281,6178
6702,3266,6179
6703,1127,6180
6704,720,6181
6705,636,6182
6706,16355,6183
6707,1291,6184
6708,24988,6185
6709,27257,6186
1236,12009,6187
6710,12055,6187
6711,23638,6189
6712,15473,6190
6713,4767,6191
6714,476,6192
6715,22071,6193
6716,12076,6194
6717,24846,6195
6718,1021,6196
6719,27753,6197
1237,304,6199
1238,2153,6199
6720,535,6199
1239,15992,6202
1240,20655,6202
6721,12359,6202
6722,14482,6205
6723,72,6206
1241,50,6207
1242,28074,6207
6724,3722,6207
6725,2626,6210
6726,17808,6211
6727,27662,6212
6728,29761,6213
6729,336,6214
6730,15293,6215
6731,391,6216
6732,20287,6217
6733,862,6218
6734,2650,6219
6735,1024,6220
6736,3169,6221
6737,12832,6222
6738,2780,6223
6739,25578,6224
6740,59,6225
6741,250,6226
6742,5326,6227
6743,13868,6228
6744,16277,6229
6745,2650,6230
6746,16940,6231
6747,27828,6232
6748,535,6233
6749,4936,6234
6750,7947,6235
6751,25093,6236
6752,17136,6237
6753,2705,6238
6754,12399,6239
6755,27791,6240
6756,24608,6241
6757,17215,6242
6758,446,6243
6759,12586,6244
6760,20946,6245
6761,22951,6246
6762,27375,6247
1243,3608,6248
6763,4727,6248
1244,13963,6250
1245,12234,6250
1246,25091,6250
6764,15542,6250
6765,12029,6254
1247,161,6255
6766,16013,6255
6767,150,6257
6768,2293,6258
6769,1846,6259
6770,245,6260
6771,14852,6261
1248,20185,6263
1249,252,6263
1250,911,6263
1251,285,6263
1252,227,6263
1253,24951,6263
6772,23040,6263
6773,23003,6270
6774,23308,6271
6775,27581,6272
6776,992,6273
6777,24429,6274
6778,199,6275
1254,12585,6276
1255,24610,6276
6779,337,6276
6780,432,6279
6781,22071,6280
6782,60,6281
1256,124,6282
6783,4679,6282
6784,2292,6284
6785,24800,6285
6786,1076,6286
1257,3243,6287
6787,27802,6287
6788,18401,6289
6789,24268,6290
6790,1255,6291
6791,18075,6292
1258,29545,6293
1259,1255,6293
6792,24988,6293
6793,184,6296
6794,16083,6297
6795,21281,6298
6796,15038,6299
6797,303,6300
6798,12585,6301
6799,1022,6302
6800,18363,6303
6801,90,6304
6802,446,6305
6803,2497,6306
6804,3480,6307
6805,7902,6308
6806,12966,6309
6807,250,6310
6808,26520,6311
6809,4962,6312
6810,22118,6313
6811,3722,6314
6812,27581,6315
1260,1866,6316
6813,218,6316
6814,4361,6318
6815,2307,6319
6816,22197,6320
6817,13360,6321
6818,12999,6322
1261,2771,6323
6819,24978,6323
6820,22825,6325
6821,2378,6327
6822,2997,6328
1262,14556,6329
1263,12061,6329
1264,12375,6329
6823,29368,6329
6824,2771,6333
6825,72,6334
6826,26626,6335
6827,4727,6336
6828,244,6337
6829,16012,6338
6830,3272,6339
6831,12420,6340
6832,1846,6342
6833,2337,6343
1265,23686,6344
6834,12968,6344
6835,24474,6346
6836,25093,6347
6837,16667,6348
6838,28565,6349
6839,6083,6350
6840,27387,6351
6841,13051,6352
6842,4701,6353
6843,7388,6354
6844,15473,6356
6845,7102,6357
1266,820,6358
6846,2629,6358
6847,7947,6360
6848,16355,6361
6849,244,6362
6850,396,6363
1267,4244,6364
1268,20696,6364
1269,17808,6364
6851,21281,6364
6852,2141,6368
6853,20581,6369
6854,2035,6370
6855,25175,6371
6856,24882,6372
6857,3897,6373
1270,392,6374
6858,469,6374
6859,13869,6376
6860,4559,6377
6861,25350,6378
6862,2255,6379
6863,12288,6380
1271,2307,6381
6864,12001,6381
6865,2970,6383
6866,1057,6384
6867,3487,6385
6868,13153,6386
1272,21241,6387
6869,22265,6387
6870,12874,6389
1273,50,6390
1274,28074,6390
6871,3722,6390
6872,14252,6393
6873,303,6394
6874,552,6395
6875,22221,6396
6876,12041,6397
6877,1047,6398
6878,2970,6399
6879,12734,6400
6880,23244,6401
1275,23921,6402
6881,24619,6404
6882,27375,6405
6883,26839,6406
1276,4926,6407
6884,25093,6407
6885,199,6409
6886,20076,6410
6887,1520,6411
6888,4596,6412
6889,28591,6413
1277,22040,6414
1278,273,6414
6890,3673,6414
6891,2897,6417
6892,55,6418
1279,13872,6419
6893,1291,6419
6894,24955,6421
6895,20661,6422
6896,18488,6423
6897,5575,6424
6898,6890,6425
1280,2337,6426
6899,3897,6428
6900,24949,6429
6901,12002,6430
6902,636,6431
6903,4764,6432
6904,3313,6433
6905,17560,6434
6906,2400,6435
6907,2461,6436
6908,12968,6437
6909,12197,6438
6910,4857,6439
6911,1927,6440
6912,445,6441
6913,195,6442
6914,12466,6443
6915,12002,6444
6916,17416,6445
6917,186,6446
6918,3173,6447
6919,2567,6448
6920,20153,6449
6921,17158,6450
1281,13963,6451
1282,15542,6451
1283,3148,6451
6922,13675,6451
6923,2467,6455
1284,5497,6456
1285,26721,6456
6924,16940,6456
6925,1060,6459
6926,23401,6460
6927,672,6461
1286,5455,6462
1287,12001,6462
1288,23040,6462
1289,12001,6462
6928,285,6462
6929,18075,6467
6930,3480,6468
1290,702,6469
6931,12399,6469
6932,664,6471
1291,27458,6472
6933,2303,6472
6934,2300,6474
6935,26653,6475
6936,4640,6476
6937,3049,6477
6938,23401,6478
6939,27828,6479
6940,12133,6480
6941,37,6481
1292,2990,6482
1293,12607,6482
1294,16940,6482
6942,1140,6482
1295,12999,6486
1296,175,6486
6943,1054,6486
6944,29077,6489
6945,2598,6490
6946,29545,6491
1297,12005,6492
6947,12041,6492
6948,12380,6494
6949,12295,6495
6950,20185,6496
6951,560,6497
6952,292,6498
6953,2831,6499
6954,1247,6500
6955,12399,6501
1298,28018,6502
6956,252,6502
6957,27257,6504
6958,27558,6506
1299,7947,6507
6959,2227,6507
6960,444,6509
6961,12394,6510
6962,27313,6511
6963,3243,6512
6964,17560,6513
6965,17157,6514
6966,3173,6515
6967,12999,6516
6968,24800,6517
6969,245,6518
1300,21,6519
1301,12324,6519
1302,435,6519
1303,230,6519
6970,426,6519
6971,27662,6524
6972,3049,6525
6973,1615,6526
1304,4169,6527
6974,12029,6527
6975,24169,6529
6976,14852,6530
6977,24882,6532
6978,13360,6533
1305,29086,6534
6979,16795,6534
6980,3537,6536
6981,27698,6537
6982,99,6538
6983,12502,6539
6984,22197,6540
6985,12999,6541
6986,2110,6542
6987,24169,6543
6988,24169,6544
6989,2100,6545
6990,19611,6546
6991,12399,6547
6992,4361,6548
6993,231,6549
6994,1026,6550
6995,12734,6551
6996,23920,6552
6997,24985,6553
6998,313,6554
6999,14057,6555
7000,15473,6556
7001,110,6557
7002,2650,6558
7003,24936,6559
7004,24936,6561
7005,14482,6562
7006,24800,6563
1306,577,6564
7007,2378,6564
7008,12999,6566
7009,24610,6567
1307,2294,6568
7010,14618,6568
7011,1127,6570
1308,1318,6571
7012,422,6571
7013,3226,6573
7014,18569,6574
7015,24474,6575
7016,27828,6576
7017,5326,6577
1309,16940,6578
7018,986,6578
7019,28589,6580
7020,12196,6581
7021,27581,6582
7022,516,6583
7023,976,6584
7024,16795,6585
7025,4506,6586
7026,1106,6587
7027,5056,6588
7028,3546,6589
7029,22219,6590
7030,27419,6591
7031,7102,6592
7032,12076,6593
7033,25353,6594
7034,189,6595
7035,20581,6596
7036,13858,6597
7037,24956,6598
7038,88,6599
7039,114,6600
7040,1879,6601
1310,1054,6602
7041,1121,6602
7042,26603,6604
7043,1196,6605
7044,55,6606
7045,4962,6607
7046,12999,6608
7047,22322,6609
7048,5503,6610
1311,1076,6611
1312,24988,6611
1313,14548,6611
7049,1054,6611
7050,72,6615
7051,476,6616
7052,23956,6617
7053,90,6618
7054,12121,6619
7055,3356,6620
7056,3356,6621
7057,3356,6622
7058,3356,6623
7059,24988,6624
7060,556,6625
7061,1149,6626
7062,560,6627
7063,28625,6628
7064,13229,6629
1314,90,6630
1315,2805,6630
1316,12519,6630
1317,26721,6630
7065,3219,6630
7066,27662,6635
7067,3243,6636
7068,114,6637
7069,3722,6638
1318,123,6639
1319,557,6639
7070,21241,6639
7071,391,6642
7072,1325,6643
7073,60,6644
7074,2167,6645
7075,24288,6646
1320,1056,6647
7076,20631,6647
7077,15293,6649
1321,1745,6651
7078,6548,6651
7079,3225,6653
7080,2378,6654
7081,22040,6655
7082,4162,6656
7083,22118,6657
7084,20392,6658
7085,16355,6659
7086,2603,6660
7087,2294,6661
7088,3423,6662
1322,24610,6663
7089,20287,6663
7090,12045,6666
1323,566,6667
1324,282,6667
1325,560,6667
1326,5400,6667
1327,12323,6667
1328,14773,6667
7091,552,6667
7092,976,6674
7093,4162,6675
7094,159,6676
7095,281,6677
7096,782,6678
7097,5324,6679
7098,1313,6680
7099,17560,6681
1329,1054,6682
7100,815,6682
7101,1065,6684
7102,19961,6685
7103,12397,6686
7104,1119,6687
7105,12324,6688
7106,12076,6689
1330,535,6690
1331,251,6690
7107,1105,6690
1332,18154,6693
1333,560,6693
7108,20695,6693
7109,273,6696
7110,20185,6697
7111,1474,6698
1334,12607,6699
7112,2334,6699
7113,17540,6701
7114,292,6702
7115,869,6703
7116,24907,6704
1335,1056,6705
1336,22221,6705
7117,25175,6705
7118,307,6708
7119,391,6709
7120,14801,6710
7121,27443,6711
1337,13858,6712
7122,21241,6712
7123,237,6714
7124,20076,6715
1338,5503,6716
7125,24474,6716
1339,849,6718
7126,12109,6718
7127,141,6720
7128,328,6721
7129,3924,6722
7130,5075,6723
7131,13151,6724
7132,17808,6725
7133,2990,6726
7134,348,6727
7135,2806,6728
7136,3361,6729
7137,2386,6730
7138,4169,6731
7139,12420,6732
1340,1318,6734
7140,25093,6734
7141,20153,6736
1341,2336,6737
1342,6890,6737
1343,175,6737
7142,5498,6737
7143,519,6741
7144,965,6742
7145,986,6743
1344,24048,6744
1345,20067,6744
1346,12519,6744
7146,25940,6744
7147,4244,6748
7148,2100,6749
1347,17215,6750
7149,866,6750
7150,322,6752
7151,445,6753
7152,14266,6754
7153,12041,6755
7154,27756,6756
7155,12399,6757
7156,148,6758
7157,4666,6759
7158,672,6760
7159,12005,6761
7160,6272,6762
7161,2110,6763
7162,282,6764
7163,24065,6765
7164,13683,6766
7165,2461,6767
7166,24268,6768
7167,90,6769
7168,1093,6770
7169,2294,6771
1348,378,6772
7170,266,6772
1349,230,6774
7171,150,6774
7172,29,6776
7173,2306,6777
1350,13279,6778
7174,12010,6778
7175,15823,6780
7176,12394,6781
7177,12330,6782
7178,13212,6783
1351,12966,6784
7179,12324,6784
7180,236,6786
7181,175,6787
7182,3026,6788
7183,251,6789
1352,7927,6790
7184,4123,6790
7185,14852,6792
7186,1129,6794
