Candidate,Criminal Cases,Education,ID,Party,Total Assets,Total Liabilities,ConstituencyID
Vel.S.K,0,Graduate Professional,4299,DMDK,93414188,20086406,378
Velusamy.S,1,10th Pass,5682,Tamil Nadu Makkal Congress,6495000,1930000,378
Chetram,0,Graduate Professional,3207,INC,13768803,0,431
Kishan Lal,0,8th Pass,3209,Lok Dal,140000,0,431
Krishna Raj,0,Post Graduate,3206,BJP,16506411,3612812,431
Mewaram,0,12th Pass,3211,Naitik Party,2116552,0,431
Mithilesh Kumar,0,Graduate,3208,SP,28206768,7242790,431
Pyare Urf Rajkumar Gautam,0,Not Given,3210,VANCHITSAMAJ INSAAF PARTY,65000,0,431
Rakesh,0,Not Given,3216,IND,90000,0,431
Ram Lal Verma,0,Graduate,3213,Bahujan Mukti Party,2029000,28000,431
Ram Murti,0,Not Given,3212,Bhartiya Krishak Dal,534000,0,431
Reeta Singh Urf Reeta Bharti,0,Graduate,3214,AAP,591671,154000,431
Roshan Lal Urf Roshan Kanaujia,0,Graduate Professional,3217,IND,991198,0,431
Sunita Sujata Nagpal,0,Graduate,3215,Peace Party,77086,0,431
Umed Singh,0,12th Pass,3205,BSP,101502333,1404515,431
Chhotubhai Babubhai Patel,0,10th Pass,7898,AAP,8847442,68500,533
Delkar Mohanbhai Sanjibhai,0,Graduate,7900,INC,414613478,12162079,533
Dilipbhai N. Bhurkud,0,12th Pass,7903,IND,16936974,0,533
Janiabhai C. Khulat,0,8th Pass,7904,NCP,3873077,4950,533
Kamuben K. Patel,0,Illiterate,7906,IND,500,0,533
Kishan Nathu Ghutiya,0,12th Pass,7899,SHS,408417,0,533
Natubhai G. Patel,5,5th Pass,7905,BJP,154760217,62286836,533
Patel Hemantbhai Keshavbhai,0,12th Pass,7901,BSP,145206,0,533
Prakash Vansha Khanvelkar,1,10th Pass,7902,IND,1144221,31200,533
Umedbhai L. Patel,0,10th Pass,7907,Bahujan Mukti Party,130000,0,533
Vijaybhay N. Bhoya,0,12th Pass,7908,JD(U),58000,16240,533
Chiluveru Prathap,0,8th Pass,6401,IND,0,0,15
Chintha Swamy,0,Graduate,6404,AAP,3730000,2000000,15
Gannarapu Surender,0,Post Graduate,6402,BSP,9110000,3000000,15
Jannu Mahendar,0,Post Graduate,6408,IND,101000,0,15
Kadiyam Srihari,6,Post Graduate,6405,TRS,13495000,0,15
Kanakam Ramesh,0,Post Graduate,6407,IND,207100,0,15
Parameshwar Ramagalla,5,Graduate Professional,6410,BJP,9280000,308203,15
Rajaiah Siricilla,4,Graduate,4553,INC,35362961,600000,15
Thuppari Narasimha Swamy,0,10th Pass,6403,Pyramid Party of India,457300,0,15
Venkanna Kannam,0,12th Pass,6409,Marxist Communist Party of India (United),801000,100000,15
Venkanna Neerudu,0,Post Graduate,6406,Bahujan Mukti Party,4005000,13700000,15
Venu Esampelly,0,10th Pass,4554,AIFB,12500,0,15
"Chinnasamy, M.",0,8th Pass,7050,IND,790800,100000,385
"Chinnasamy, M.",0,Graduate Professional,7040,DMK,76747420,16329000,385
"Chinnasamy, V.",0,8th Pass,7051,IND,1329000,0,385
G.Balasubramanian,0,12th Pass,4347,IND,5889437,332804,385
Gowrimani.S,0,5th Pass,3946,IND,8750000,500000,385
"Jothimani, S.",0,Post Graduate,7042,INC,4293910,258500,385
"Kannan, P.",0,8th Pass,7048,IND,3500,0,385
"Kannan, S.",2,12th Pass,7047,IND,140340,0,385
"Mahendran, T.",0,12th Pass,7056,IND,584794,0,385
"Maneeshankar, M.G.",0,Graduate Professional,7044,Rashtriya Samaj Paksha,50000,650000,385
"Manickavasagam, A.",0,Graduate,7057,IND,8874100,0,385
"Maruthaiveeran, V.",0,Illiterate,7041,BSP,21000,0,385
"Murugaan, N.",0,10th Pass,7058,IND,523120,0,385
"Murugesan, M.",0,Graduate,7045,SP,8190000,1400000,385
N.S.Krishnan,0,Post Graduate,4345,DMDK,7085000,0,385
"Prakash, N.",0,Graduate Professional,7055,IND,175000,0,385
"Ravi, S.P.",0,Graduate Professional,7054,IND,392000,0,385
"Saraswathy, K.",0,Illiterate,7043,CPI(ML) Red Star,735815,0,385
"Selvaraj, S.",0,Graduate Professional,7052,IND,260000,0,385
Thambidurai.M,2,Doctorate,3947,AIADMK,132457262,51481886,385
"Thamilalagan, A.",0,Post Graduate,7053,IND,290000,0,385
V.Ravichandran,0,12th Pass,4348,Ulzaipali Makkal Katchy,280000,0,385
"Valaiyapathi, R.",0,Graduate,7046,AAP,12942916,0,385
"Vigneshwaran, M.",0,Graduate Professional,7059,IND,260000,0,385
"Vijay, J.",0,Graduate Professional,7049,IND,454000,0,385
Chinta Mohan,0,Graduate Professional,8345,INC,11433300,2242572,35
Degala Surya Narayana,0,Others,8346,Pyramid Party of India,80000,0,35
"Dr. U Ramachandra, M.B.B.S",1,Graduate Professional,9017,BSP,19006100,3000000,35
Jayaram Karumanchi,0,12th Pass,9013,BJP,696322,0,35
Kalavapalli Sahadevaiah,0,Graduate Professional,9015,IND,5440036,657242,35
Karatapu Subbaiah Munirathnam,0,Graduate,9018,IND,2916762,500000,35
Kattamanchi Prabhakar,0,Post Graduate,9014,IND,194845,700000,35
Kothapalli Subramanyam,0,Graduate Professional,8344,CPI(M),1426110,0,35
Manapati Solmon,0,Graduate Professional,9006,Andhra Rastra Praja Samithi,6244000,75000,35
Neerugutta Nageswara,1,Graduate,9009,AAP,264920,120000,35
Nune Vengaiah,0,Graduate,9011,IND,6766231,99000,35
Songa Ratnamma,0,10th Pass,9007,IND,0,0,35
Varaprasad Rao Velagapalli,0,Doctorate,8233,Yuvajana Sramika Rythu Congress Party,129128388,3132962,35
Chudasama Rajeshbhai Naranbhai,1,12th Pass,4605,BJP,7446059,1110690,125
Gadhiya Soyeb Husenbhai,2,Others,4607,IND,263000,120561,125
Harilal Ranchodbhai Chauhan,0,Graduate Professional,7355,IND,619375,0,125
Kadari Ibrahim Saiyad Husen,0,5th Pass,7353,SP,75000,0,125
Punjabhai Bhimabhai Vansh,1,12th Pass,7652,INC,18336717,2067932,125
Saiyad Altafhusen Abdullahmiya,0,5th Pass,7354,IND,251000,0,125
Shekhada Atulbhai Govindbhai,0,Graduate Professional,4606,AAP,16864109,7534109,125
Solanki Haribhai Boghabhai,0,Others,5342,Bahujan Mukti Party,1695000,0,125
Comando Kamal Kishor,1,Graduate,8040,INC,10862277,0,461
Dr.Vijay Kumar,0,Graduate Professional,8044,BSP,8160460,2000000,461
Hira Lal Rao,0,Graduate Professional,8314,Ambedkar National Congress,1279200,0,461
Jagat Ram,1,10th Pass,8669,AAP,502257,0,461
Madhav,0,5th Pass,8668,Lok Dal,58251,0,461
Ram Naresh,0,8th Pass,8315,IND,1400000,0,461
Ramashanker Gond,0,12th Pass,8670,Jai Hind Samaj Party,1945000,0,461
Savitri Bai Foole,8,Graduate,8043,BJP,1121491,538145,461
Shabbir Ahmad,1,12th Pass,8041,SP,7062525,207782,461
Vinod Kumar,0,Post Graduate,8671,Bahujan Mukti Party,98000,0,461
Cp Verma,3,Literate,1739,IND,4750000,0,404
Hansraj Saini,0,Graduate Professional,1748,IND,3411840,42000,404
Imran Masood,5,12th Pass,684,INC,47166093,2012262,404
Jagdish Singh Rana,0,Graduate,683,BSP,72148732,4290563,404
Mohd. Firoz Aftab,1,Graduate Professional,1750,IND,6305818,0,404
Raghav Lakhanpal,0,Post Graduate,685,BJP,35406431,0,404
Raghuveer Singh Bodh,0,8th Pass,1736,IND,2590110,0,404
Rajender Kumar,0,Graduate,1749,Adarsh Rashtriya Vikas Party,44300,0,404
Ratan Singh,0,Others,1742,Bahujan Mukti Party,46134617,0,404
Seshraj,0,Others,1738,IND,106068354,0,404
Shahanavaj,0,12th Pass,1737,Rashtriya Janmorcha,919230,0,404
Shahjan Masood Urf Shahdan,2,Graduate,54,SP,11192498,0,404
Shiv Kumar,0,8th Pass,1745,Ambedkar Samaj Party,220619,0,404
Yogesh Kumar,4,Graduate,224,AAP,55998531,183016,404
D K Chopra,1,Graduate,1283,IND,7080000,0,541
Devinder Kumar Sehrawat,0,Post Graduate,500,AAP,23237892,540000,541
Dushmanta Kumar Giri,1,Doctorate,1294,IND,9500000,2720000,541
Hafiz Mustaq,0,Illiterate,1284,Jan Samanta Party,430000,0,541
Kiran Pal Singh,0,8th Pass,1296,IND,630000,0,541
Mohan Kanuga,0,Post Graduate,1291,JKNPP,7839000,0,541
Naresh Kumar,0,Illiterate,1288,IND,143186,0,541
Ombir,0,12th Pass,1289,Bharatiya Bahujan Party,732000,0,541
Rakesh Kumar,0,10th Pass,1292,IND,660800,0,541
Ramesh Bidhuri,4,Graduate Professional,71,BJP,147493056,0,541
Ramesh Kumar,0,10th Pass,1018,INC,172314296,0,541
Ruby Yadav,0,Post Graduate,1282,IND,10797222,0,541
Sanjay Kumar Rai,1,12th Pass,502,BSP,5839937,0,541
Shahid,0,10th Pass,1281,IND,5305000,0,541
Shri Chand Tanwar,0,8th Pass,501,CPI,7002415,0,541
Sreerupa Mitra Chaudhury,0,Post Graduate,1293,AITC,11823944,3788624,541
Sumant Kumar,1,Graduate,1285,IND,26172006,250729,541
Sunil Kumar,0,10th Pass,1295,IND,3125000,0,541
Tej Pal Singh,0,10th Pass,1286,IND,2755320,0,541
D.B.Naik,1,Graduate,3510,CPI(M),4071000,470000,263
Deshmukh Balasaheb Desai,0,Not Given,3522,IND,680000,50000,263
Devji Gangaram Asole,0,Graduate Professional,3521,IND,195500,0,263
Dhabe Uttam Maroti,0,Literate,3523,IND,1241000,0,263
Ghunnar Prakash Vitthalrao,0,12th Pass,3520,IND,10572325,300000,263
Jadhav Chunnilal Mohan,0,Graduate Professional,3509,BSP,8401100,0,263
Naikwade Digambar Gunaji,0,5th Pass,3524,IND,100000,0,263
Principal Dr.Vithal Namdeorao Kadam,0,Doctorate,3517,AAP,9525025,926227,263
Rajeev Shankarrao Satav,0,Graduate Professional,3511,INC,49681499,584357,263
Ramrao Harising Rathod,1,10th Pass,3515,Bharipa Bahujan Mahasangha,8884209,0,263
Santosh Namdeorao Sagne,0,Others,3868,Awami Vikas Party,1671000,1035000,263
Satav Atmaram Raghoji,0,8th Pass,3527,IND,500,500,263
Satav Raju Shankar,1,Literate,3528,IND,139000,0,263
Shaikh Nayeem Shaikhlal,0,12th Pass,3518,SP,9355936,270817,263
Suraj Vishwanath Kondarwad,0,Graduate Professional,3530,IND,0,0,263
Suryawanshi Ashok Bhagwanrao,0,Graduate Professional,3529,IND,10055500,175000,263
Uttam Rathod,0,12th Pass,3519,IND,2500000,1180000,263
Uttamrao Pandurang Rathod,0,Graduate Professional,3513,Bahujan Mukti Party,8148200,458000,263
Wankhede Subhash,0,5th Pass,3526,IND,1030500,0,263
Wankhede Subhash Bapurao,1,10th Pass,3512,SHS,29064000,3541000,263
Wankhede Subhash Nagorao,1,5th Pass,3516,JD(U),1776500,100000,263
Dakkhini Prasad,0,Graduate,8420,Rashtriya Garib Dal,8530040,0,454
Dharm Raj Singh Patel,2,Post Graduate,8087,SP,21306885,0,454
Dr. Neeraj,0,Graduate Professional,8083,IND,15979015,600000,454
Ganesh Ji Tripathi,1,Graduate,8424,Rashtriya Bandhutwa Party,7717668,0,454
Gyanendra,0,12th Pass,8739,NCP,1907000,0,454
Kapil Muni Karwariya,4,Graduate Professional,8082,BSP,110044166,8017201,454
Keshav Prasad,11,Graduate,8081,BJP,93244143,24381051,454
Milan Mukherjee,0,Post Graduate,8422,IND,171163953,0,454
Mithilesh Kumar,0,12th Pass,8084,IND,232076,0,454
Mohammad Kaif,0,12th Pass,8085,INC,184193144,0,454
Nathu Ram Boudha,1,Graduate Professional,8086,Bahujan Mukti Party,265340,0,454
Parvaz Ashfaque Siddiqui,0,Not Given,8423,Qaumi Ekta Dal,251000,0,454
Shimala Shri,1,10th Pass,8418,AAP,7925217,0,454
Surendra Kumar Mishra,0,Graduate,8738,Lok Dal,558920,0,454
Ziaul Haque,0,12th Pass,8734,IND,3182000,85168,454
Dalpat Singh Paraste,0,Graduate Professional,745,BJP,5524870,0,232
Er. Vijay Kumar Kol,0,Post Graduate,746,AAP,180118,0,232
Jogendra Singh,0,8th Pass,1555,Bahujan Mukti Party,180411,0,232
Lala Kol,0,8th Pass,1562,IND,130100,2000,232
Mahaveer Parshad Manjhi,0,8th Pass,1560,IND,4568000,0,232
Parmeshwar Singh,0,5th Pass,748,CPI,515000,200000,232
Phool Singh Paraste,2,Post Graduate,747,BSP,5694356,120000,232
Rajes Nandini Singh - Dalvir,0,Graduate,744,INC,41389440,645000,232
Raju Baiga,1,10th Pass,1561,IND,5177500,120000,232
Ram Gopal Singh,0,8th Pass,1557,Bhartiya Shakti Chetna Party,1475529,0,232
Ram Singh,0,8th Pass,1559,Chhattisgarh Swabhiman Manch,186000,0,232
Ramratan Singh Pawley,0,Post Graduate,1558,GGP,227724,0,232
Sahdev Singh Paraste,0,Post Graduate,749,NPP,1586000,150000,232
Yogesh Kumar Singh Ad.,0,Graduate Professional,1556,SP,1251141,1820,232
Dalveer Singh,0,5th Pass,5022,IND,68575,0,419
Manoj Kumar Soni,0,Post Graduate,4405,BSP,130780329,3900000,419
Niranjan Singh,0,10th Pass,5023,IND,4023000,0,419
Niranjan Singh Dhangar,1,12th Pass,4404,RLD,48777359,2328803,419
Omprkash,0,8th Pass,4407,IND,3440000,0,419
Raja Ram,0,Graduate,5021,IND,575000,0,419
Rajesh Kumar,0,Graduate Professional,5018,BJP,5651457,0,419
Ramji Lal Suman,2,Graduate Professional,5019,SP,29953498,0,419
Sunhari Lal,0,10th Pass,5017,AAP,24391902,7734490,419
Damodar Singh,0,12th Pass,4167,AITC,3802143,100000,160
Furkan Ansari,1,Graduate,4165,INC,21332923,1040000,160
Gita Mandal,3,Graduate,4166,CPI(ML)L,1887379,0,160
Jai Shankar Jha,0,Post Graduate,4739,AAP,2890000,187000,160
Mahendra Murmu,0,Post Graduate,4737,Jharkhand Vikas Dal,1658000,0,160
Manoj Kumar Ray,0,10th Pass,4740,IND,50500,0,160
Manraj,0,Post Graduate,4732,BSP,22084558,0,160
Md. Jenul,1,Graduate Professional,4738,Bahujan Mukti Party,3280000,0,160
Md. Noor Hassan,3,Graduate,4741,Samata Party,203000,0,160
Navin Chandra Jha,0,Post Graduate,4742,IND,958900,0,160
Niranjan Prasad Yadav,0,Post Graduate,4734,IND,1015032,105000,160
Nishikant Dubey,5,Post Graduate,4164,BJP,155633719,0,160
Pradip Yadav,7,Graduate,4736,JVM(P),10128031,38800,160
Rajvardhan Azad,0,Post Graduate,4733,JD(U),26048342,0,160
Subodh Prasad,0,Post Graduate,4735,AJSU Party,9435161,183000,160
Sunil Kumar Gupta,0,10th Pass,4731,IND,1285001,0,160
Danvir,0,10th Pass,4275,IND,1423000,0,424
Hanshraj Singh,0,8th Pass,4949,AAP,8515861,400000,424
Hemendraveer Singh,0,Post Graduate,4948,Sarva Samaj Kalyan Party,143500,0,424
Jogendra Singh,0,Graduate,4947,Mahan Dal,4125422,0,424
Kunwar Devendra Singh Yadav,1,Doctorate,4271,SP,1249971797,77123717,424
Noor Mohmmad,0,Graduate Professional,4278,BSP,27700594,0,424
Rajendra,0,12th Pass,4272,Braj Vikas Party,1290000,0,424
Rajveer Singh,0,Graduate,4952,IND,2752626,0,424
Rajvir Singh,0,Graduate Professional,4277,BJP,251921157,46898091,424
Rakesh Gandhi,0,Graduate,4273,IND,3578000,0,424
Vinay,0,Graduate,4946,Bhartiya Shakti Chetna Party,8558000,0,424
Daryl William Ch Momin,0,Post Graduate,649,INC,1250390,204472,300
Purno Agitok Sangma,0,Post Graduate,650,NPP,215134618,0,300
Das Girishbhai Manubhai,1,Graduate Professional,6619,Bahujan Mukti Party,3041264,3651,128
Mahida Mahendrasinh Sahebsinh,0,12th Pass,4566,SP,4085000,0,128
Padhiyar Vikramsinh Chhaganbhai,0,Graduate,6620,Rashtriya Samaj Paksha,2906733,0,128
Parmar Amarsinh Dahyabhai,0,8th Pass,7284,IND,27000,0,128
Parmar Hitendrasinh Mohansinh,0,8th Pass,7290,Bharatiya National Janta Dal,1095800,0,128
Parmar Ravjibhai Shibhaibhai,0,Post Graduate,6618,AAP,11314555,294189,128
Patel Dilipbhai Manibhai,4,10th Pass,5296,BJP,75998610,7632620,128
Patel Dilipbhai Manilal,0,Post Graduate,7288,IND,390000,0,128
Patel Jayeshbhai Arvindbhai,0,Graduate,7286,IND,16030246,22000,128
Patel Naineshkumar Umedbhai,1,12th Pass,7285,IND,5346000,0,128
Pursottambhai Mathurbhai Chauhan,0,Graduate Professional,4565,BSP,7356493,18000,128
Rabari Hiteshkumar Laljibhai,0,12th Pass,7287,IND,1140000,0,128
Solanki Bharatbhai Madhavsinh,0,Graduate Professional,4564,INC,60484100,2334855,128
Vaghela Bharatbhai Parsotambhai,0,12th Pass,6616,IND,6500,0,128
Vahora Firojbhai Walimahamad,0,8th Pass,7283,IND,14209,0,128
Dattaram Desai,0,Post Graduate,1984,AAP,9795686,335819,110
Dayanand G. Narvekar,2,Graduate Professional,1981,IND,184306689,62952534,110
Mittu Mujavar,0,12th Pass,1982,IND,6871000,1121500,110
Raju Dsouza,0,10th Pass,1985,Samajwadi Janata Party (Rashtriya),9352368,5050000,110
Ravi Naik,0,Post Graduate,1980,INC,81066000,3126000,110
Shripad Yesso Naik,0,Graduate,1979,BJP,37019154,837843,110
Suhas Naik,1,Graduate Professional,1978,CPI,4483000,15000,110
David Horo,0,10th Pass,404,IND,94000,0,57
Dhebor Gohain Boruah,0,Graduate Professional,243,AITC,7878597,0,57
Hariprasad Dihingia,2,10th Pass,518,AGP,80659606,1997168,57
Hem Kanta Miri,0,Graduate Professional,516,SUCI(C),69500,0,57
Hiramoni Deka Sonowal,0,Doctorate,520,AAP,192000,0,57
Hrishikesh Baruah,0,Post Graduate,522,IND,9000,0,57
Keshab Gogoi,0,Graduate,521,IND,858000,0,57
Khairul Islam,0,10th Pass,519,IND,413129,0,57
Mamun Imdadul Haque Chawdhury,0,Post Graduate,142,AIUDF,567483,0,57
Ranee Narah,0,Graduate,235,INC,88519819,1118242,57
Ranjit Singh Gorh,0,Graduate,86,IND,4611700,0,57
Sarbananda Sonowal,0,Graduate Professional,517,BJP,14497515,0,57
Tanish Orang,0,8th Pass,143,CPI(ML)L,295642,0,57
Dayanand Guruputrayya Chikkamath,0,Graduate,1827,SP,7050000,2000000,173
Hanmant Krishna Majukar,0,10th Pass,2107,IND,12403000,0,173
Lakshmi Hebbalkar,0,Post Graduate,1180,INC,83015088,2579238,173
Mohan Yallappa More,0,10th Pass,1825,IND,1267950,0,173
Muttappa Channasangappa Angadi,0,12th Pass,2104,AAP,9470924,1524180,173
Nasir Papulsab Bagwan,0,12th Pass,2105,JD(S),962297866,95826301,173
Parappa Shankareppa Antakkanavar,1,Graduate Professional,1824,IND,12751189,1053795,173
Rajmahendra Sakharam Gaonkar,0,Post Graduate,2103,IND,3620123,0,173
Ramappa Mareppa Chalawadi,1,10th Pass,1826,IND,1620326,50000,173
Ramesh Alias Suresh Guruling Kadalaskar,0,12th Pass,1823,BSP,479000,0,173
Santosh Manjunath Shet(Raikar),0,10th Pass,2109,IND,3592220,0,173
Santosh Manohar Bavadekar,1,Graduate,2102,IND,115082,0,173
Shankar Rathod,0,10th Pass,1184,IND,4650000,0,173
Shivagoudappa Balappa Khanagoudar,0,Graduate Professional,563,IND,1828000,0,173
Suresh Angadi,1,Graduate Professional,1181,BJP,417003065,366283849,173
Deivasigamani.K,0,10th Pass,7144,IND,9050000,0,383
Easwaran . R,0,8th Pass,7140,IND,2391135,600000,383
Eswaran.E.R.,0,Graduate Professional,7134,BJP,283641697,146250595,383
Karthikeyan. Pon,0,12th Pass,7143,IND,11346000,0,383
Kathiravan. K,0,Post Graduate,7141,IND,522,0,383
Kathiresan. L,0,Post Graduate,7142,IND,5377000,300000,383
Mahendran. M,0,Literate,7148,IND,13000,9000,383
Mahendran.C,0,Post Graduate,7137,AIADMK,231430367,18128825,383
Manoharan.M,0,Graduate Professional,7138,BSP,2602000,0,383
Mary Stella. M,0,8th Pass,7149,IND,6658000,2625000,383
Palanisamy. N,0,8th Pass,7145,IND,7658116,5200000,383
Palanisamy. V,0,Literate,7146,IND,1486600,325000,383
Pongalur Palanisamy.N,3,Graduate,7136,DMK,406806230,0,383
Prabhu. J,0,12th Pass,7147,IND,145000,0,383
Rajendran. M,0,12th Pass,7151,IND,129378,0,383
Ramasamy. K,0,Graduate,7150,IND,7571000,0,383
Sathish Kumar .L,0,Post Graduate,7139,SP,497545,0,383
Selvaraj,0,Post Graduate,7135,INC,54282853,8800000,383
Desai Naishadhbhai Bhupatbhai,0,Graduate Professional,5316,INC,66444237,3940761,134
Jardosh Darshnaben Vikrambhai,0,Graduate,5315,BJP,18038444,2020458,134
Kiritbhai Harjibhai Vasani,0,5th Pass,5318,Yuva Sarkar,1140550,0,134
Mukeshbhai Lavjibhai Ambaliya,0,Literate,5317,IND,555566,87500,134
Omprakash Anandiprasad Shrivastav,1,12th Pass,6567,BSP,556081,0,134
Patel Mohanbhai Budhabhai,0,12th Pass,5319,AAP,8032681,0,134
Sandis Mavjibhai Laxmanbhai,0,10th Pass,5321,IND,81575,0,134
Vasava Kishorbhai Chhotubhai,17,10th Pass,5320,JD(U),44083000,10500000,134
Devadasa Sundaram,0,Graduate,7584,DMK,186962206,0,400
Devadoss.A.R,0,10th Pass,7599,IND,51880493,1329992,400
Dhanaraj.R.,0,Graduate,7589,Indian Christian Secular Party,7160090,37000,400
Dhevanathan Yadav.T.,1,Illiterate,7590,Tamil Nadu Makkal Congress,323363744,30874899,400
Dr.Ganesan.M,0,Graduate Professional,7593,IND,10943691,0,400
Elizabeth.D,0,8th Pass,7592,IND,3646910,0,400
Germanus.S,0,Post Graduate,7609,IND,1264010,0,400
Lakshmanan @ Lakkan.A,0,8th Pass,7606,IND,12061000,0,400
Mohamed Mubarak.V.M.S,1,Graduate,7591,SDPI,660000,0,400
Mohan.T,0,Graduate,7602,IND,435000,0,400
Murugan.S,0,8th Pass,7601,IND,1620910,205000,400
Pathmanaban.K,0,Graduate,7600,IND,44381,0,400
Prabakaran.K.R.P,0,Graduate Professional,7586,AIADMK,2764500,0,400
Rajamaravan @ Manickavasagam.S,4,Graduate,7603,IND,174500,67601,400
Rajeshkannan,0,8th Pass,7605,IND,2140000,0,400
Raji Yadav,0,10th Pass,7604,IND,47955,0,400
Ramasubbu.S.S,0,Post Graduate,7587,INC,42408738,8590027,400
Saravanan.P,0,12th Pass,7594,IND,83586,0,400
Selvaganapathy.G,0,Graduate,7598,IND,190000,0,400
Sivananenthaperumal.S.,0,10th Pass,7583,DMDK,13577518,4272637,400
Subramanian @ S.S.S.Mani.S,1,12th Pass,7596,IND,1408761,0,400
Subramanian.K,0,5th Pass,7595,IND,250000,0,400
Suresh Kumar.S,0,Graduate Professional,7597,IND,320000,250000,400
Thevendran.T.,0,Graduate,7585,BSP,673797,0,400
Veilumuthukumar.P,0,10th Pass,7608,IND,30000,0,400
Venkatesh.A,0,Post Graduate,7607,IND,933000,280000,400
Devaki. G,0,Post Graduate,7100,IND,45000,0,391
Gopal. Dr. K,0,Graduate Professional,7094,AIADMK,19074709,13629120,391
Mohan. G,0,Graduate Professional,7102,IND,191618,52500,391
Murugaiyan. K,0,5th Pass,7101,IND,167000,0,391
Palanisamy. G,0,5th Pass,7097,CPI,3022631,0,391
Senthilpandian. Thalai. T.A.P,0,Graduate Professional,7095,INC,4240000,93000,391
Thangasamy. V,0,8th Pass,7096,BSP,10500,0,391
Vadivel Ravanan,0,Illiterate,7099,PMK,1283271,0,391
Vijayan. A.K.S,0,Post Graduate,7098,DMK,28140439,3925882,391
Devendra Kumar Urf Gudda Bhaiyya,0,10th Pass,1604,IND,95509,0,236
"Devendra Patel \""Guddu Bhaiya\""",0,Graduate,9088,INC,32044007,933433,236
Jay Prakash Patel,0,10th Pass,773,GGP,3411000,400000,236
Mukesh Babu Ahirwar,0,10th Pass,1603,IND,1260000,0,236
Pradeep,0,10th Pass,771,BSP,10082,0,236
Uday Pratap Singh,1,Graduate,134,BJP,133375092,3775714,236
Uday Pratap Singh,0,Graduate,1602,IND,40000,0,236
Dhaneshwar Ram,0,Graduate,8122,BSP,7066500,0,81
Dinanath Ram,0,10th Pass,8118,IND,72000,0,81
Raj Kumar Paswan,0,12th Pass,9092,AAP,840248,0,81
Ram Sundar Das,0,10th Pass,8123,JD(U),6748748,1116705,81
Ram Vilas Paswan,2,Post Graduate,8120,LJP,9642023,0,81
Randhir Kumar Ram,0,Graduate,8124,Bajjikanchal Vikas Party,502500,40000,81
Rina Ragni,0,Graduate,8532,Bahujan Mukti Party,1643000,1600000,81
Sanjeev Prasad Toni,2,10th Pass,8119,INC,75279297,0,81
Satya Narayan Paswan,1,5th Pass,9090,AIFB,0,0,81
Suresha Paswan,0,10th Pass,9091,IND,138834,0,81
Ujjawal Kant Hunkar,0,Graduate,8533,Bharatiya Momin Front,105000,0,81
Upendra Ram,0,12th Pass,8534,IND,256500,0,81
Veerchandra Paswan,2,Post Graduate,8535,SP,20627777,101383,81
Vidhanchandra Rana,0,Graduate,8121,Samajwadi Janata Party (Rashtriya),430000,0,81
Vifiya Devi Urf Vikiya Devi,0,Literate,9089,IND,138000,0,81
Dharmender,0,8th Pass,1704,Dharam Nirpeksh Dal,55813000,0,416
Gajendra,0,Post Graduate,1700,Indian Oceanic Party,50000,0,416
Grisa Kumar,0,8th Pass,1713,IND,828000,0,416
Kadeem,0,5th Pass,1721,IND,20300,0,416
Kadir Khan Jaiswal,0,8th Pass,1707,IND,1461000,0,416
Kishan Pal Singh,0,10th Pass,678,AAP,14376352,592054,416
Lt Col Sp Singh,0,Graduate,1710,Nav Bharat Democratic Party,17777227,0,416
Mahesh,0,Graduate Professional,1718,IND,3101000,0,416
Mahesh Sharma,0,Graduate Professional,60,BJP,473797545,40905738,416
Mohd. Sabir Ansari,0,5th Pass,1717,AITC,681600,0,416
Narendra Bhati,0,12th Pass,675,SP,53617561,0,416
Rakesh,0,12th Pass,1714,IND,19913600,0,416
Ram Bilash,0,5th Pass,1706,Bahujan Mukti Party,6470000,0,416
Ramesh Chand Tomar,4,Doctorate,677,INC,61617189,0,416
Ravinder Sharma,0,8th Pass,1709,Rashtriya Kranti Party,5992835,0,416
Ruvez Alam Rahi,0,12th Pass,1703,National Loktantrik Party,337000,0,416
Safruddin,0,10th Pass,1712,IND,17029000,0,416
Satish Kumar,1,12th Pass,676,BSP,599501967,201428322,416
Savitri,0,10th Pass,1708,IND,20577047,0,416
Smt. Seema,0,12th Pass,1702,Rashtriya Naujawan Dal,12201000,0,416
Smt. Sumeeti,0,8th Pass,230,IND,1201712,675000,416
Sonia Sharma,0,Graduate,1705,Akhil Bharatiya Samajwadi Congress,3327000,160000,416
Sunil Gautam,2,8th Pass,1719,IND,37800,0,416
Udayveer,0,Illiterate,1701,Rashtriya Janta Party,7271300,124123,416
Dimple Yadav,0,Graduate,4411,SP,280516418,6917710,443
Ganga Charan,0,Post Graduate,5035,Rashtriya Kranti Party,1538638,75000,443
Imran Bin Zafar,0,Graduate,5039,AAP,1514000,250000,443
Muhar Singh,0,10th Pass,4409,IND,6401000,60000,443
Nirmal Kumar,0,Post Graduate,4410,BSP,47927051,13842793,443
Pradeep Kumar,0,10th Pass,5040,IND,1170000,0,443
Pushpa Devi,0,12th Pass,5032,Bhartiya Shakti Chetna Party,1976200,0,443
Rakesh Kumar Tiwari Advocate,0,Graduate Professional,5024,IND,2856442,0,443
Sanjay Shakya,0,Graduate Professional,5025,IND,1636000,600000,443
Subodh Kumar,1,12th Pass,5038,Peace Party,1686914,0,443
Subrat Pathak,0,Graduate,5029,BJP,23011868,9497355,443
