Candidate,Criminal Cases,Education,ID,Party,Total Assets,Total Liabilities,ConstituencyID
Surendra Nath,0,Graduate,5027,Bahujan Mukti Party,1998000,0,443
Dina Shankar Singh,0,12th Pass,9787,IND,662981,0,505
Dinesh Trivedi,0,Post Graduate,9330,AITC,53582340,15661349,505
Girish Chandra Singh,0,Post Graduate,9329,IND,31708655,0,505
Mihir Biswas,0,Graduate Professional,9784,AAP,120719032,4618960,505
Omprakash Rajbhar,0,5th Pass,9333,CPI(ML)L,5641,0,505
Omprakash Shaw,0,12th Pass,9785,IND,970000,0,505
Pradip Chaudhuri,0,Graduate,9328,SUCI(C),1652748,0,505
Rumesh Kumar Handa,0,Doctorate,9335,BJP,37250112,9709417,505
Samrat Topadar,0,Post Graduate,9327,INC,9896131,381236,505
Sharmistha Choudhury,0,Post Graduate,9334,CPI(ML) Red star,4942,0,505
Subhashini Ali,0,Post Graduate,9331,CPI(M),78474710,0,505
Tapas Sarkar,0,12th Pass,9332,BSP,18610,0,505
Dinesh Kumar Sharma,0,Graduate Professional,6801,IND,10000,0,513
George Baker,0,Others,6044,BJP,1185773,0,513
Gobarddhan Manna,0,8th Pass,6045,Indian Unity Centre,457000,0,513
Manoj Kumar Pandey,2,Graduate,6047,INC,4421059,0,513
Mohammad Sirajuddin Sekh,0,8th Pass,6798,Gareeb Aadmi Party,3753226,0,513
Mrityunjay Sarkar,0,8th Pass,6051,IND,138652,100000,513
Prasun Banerjee,0,Graduate,6048,AITC,10041098,0,513
Sajal Kumar Das,0,12th Pass,6802,IND,89469,0,513
Sanjib Sarkar,0,12th Pass,6799,IND,23729,0,513
Shibchandra Ram,0,12th Pass,6049,BSP,2000,0,513
Sonia Das,0,Graduate,6803,IND,33227,0,513
Soumitra Sengupta,0,Graduate,6043,SUCI(C),21428,0,513
Sridip Bhattacharya,57,Graduate Professional,6046,CPI(M),225600,10000,513
Sukumar Baral,0,12th Pass,6797,Bahujan Mukti Party,3150000,22500,513
Suraj Narayan Singh,0,Post Graduate,6800,AAP,12789723,2765000,513
Dinesh Lohar,0,10th Pass,8269,IND,35500,0,525
Jagadananda Roy,0,10th Pass,8362,BSP,1956400,0,525
Jayanta Modal,0,Graduate Professional,8364,BJP,2225000,200000,525
Joydeb Bauri,0,10th Pass,9063,Bahujan Mukti Party,2000,0,525
Narayan Chandra Khan,0,Graduate Professional,8363,INC,2594651,0,525
Sadananda Mandal,0,12th Pass,8268,SUCI(C),3430615,940000,525
Saumitra Khan,1,12th Pass,8270,AITC,1197255,0,525
Susmita Bauri,1,Graduate Professional,7967,CPI(M),1719402,4962,525
Tarani Roy,0,Illiterate,8365,IND,99000,0,525
Dipak Kumar Borah,0,Post Graduate,4451,AITC,627023,0,54
Dr. Aditya Langthasa,0,Doctorate,4102,AIUDF,5644731,301684,54
Faruk Hazarika,0,5th Pass,4450,IND,2408443,700000,54
Jonjonali Baruah,0,Graduate,4452,INC,41306996,9937766,54
Rafiqul Islam,0,8th Pass,4101,AIFB,390000,0,54
Rajen Gohain,1,Graduate Professional,84,BJP,24736544,5328287,54
Selima Sultana,0,10th Pass,4890,IND,677952,18404,54
Smt. Mridula Barkakoty,0,Post Graduate,4100,AGP,8081937,752111,54
Diwakar,0,12th Pass,1008,AITC,155543,0,405
Hukum Singh,2,Graduate Professional,655,BJP,29078847,2941671,405
Kanwar Hasan,0,Post Graduate,654,BSP,37686620,245671,405
Kartar Singh Bhadana,1,8th Pass,1610,RLD,334053064,2555000,405
Krishanpal,0,Literate,1605,IND,10804500,0,405
Mohan Lal,0,12th Pass,1609,IND,9741331,0,405
Nahid Hasan,2,Graduate,653,SP,30399449,2105000,405
Pardip,0,12th Pass,1607,Bahujan Mukti Party,871000,0,405
Ramkaran,0,Post Graduate,1611,Bhartiya Vanchitsamaj Party,2659619,0,405
Sunil Kumar Kasana,0,12th Pass,657,AAP,20795589,1250000,405
Sunita,0,Graduate,656,JD(U),120000,0,405
Dr. Ashok Kumar Singh,0,Doctorate,2708,SHS,2054194,0,87
Kamleshwari Mandal,0,Others,2700,BSP,3065084,0,87
Muzaffar Fakhruddin,0,Graduate,2699,IND,1883100,0,87
Pragati Mehta,0,Graduate,2694,RJD,6422050,0,87
Pramod Kumar,0,Post Graduate,2705,SUCI(C),1741914,0,87
Rajiv Ranjan Singh Alias Lalan Singh,1,Graduate,2697,JD(U),55757926,3512083,87
Ram Badan Rai,0,Post Graduate,2703,SP,23860981,1000000,87
Sandeep,0,Graduate Professional,2696,AAP,5790000,750000,87
Shankar Prasad,2,Graduate,2704,Bahujan Mukti Party,40253000,0,87
Sharwan Kumar Anand,0,Post Graduate,2698,IND,5750,0,87
Suryoday Paswan,0,Graduate,2707,Sankhyanupati Bhagidari Party,627000,0,87
Uchit Kumar,1,12th Pass,2701,IND,176574,0,87
Veena Devi,0,8th Pass,2695,LJP,31162836,0,87
Dr. Chandan Sourav Mitra,0,Post Graduate,6039,BJP,97550630,10354197,516
Paban Mazumder,0,Graduate,6038,SUCI(C),779,0,516
Pradip Saha,0,10th Pass,6040,CPI(M),980403,35000,516
Pritam Ghosh,1,12th Pass,6796,INC,56970260,0,516
Ratna De,0,Graduate Professional,6036,AITC,18617758,0,516
Sajal Adhikari,0,Post Graduate,6037,CPI(ML)L,1416000,0,516
Sanghamitra Mukherjee,0,12th Pass,6795,Rashtriya Janasachetan Party (R.J.P.),132000,0,516
Shukchand Murmu,0,10th Pass,6041,Jharkhand Disom Party,3000,0,516
Vijay Kumar Mahato,1,8th Pass,6042,BSP,208700,0,516
Dr. Gurumayum Tonsana Sharma,0,Doctorate,3483,Manipur Democratic Peoples Front,7135000,0,297
Dr. Ibomcha Singh,0,Graduate Professional,3481,AAP,497250,0,297
Dr. Thokchom Meinya,0,Doctorate,3477,INC,3825200,0,297
Indira Oinam,0,Graduate,3484,IND,948604,0,297
Moirangthem Nara,0,Graduate Professional,3478,CPI,1867499,2785815,297
Oinam Jotin Singh,0,Graduate,3482,Jai Maha Bharath Party,336000,0,297
Rajkumar Ranjan Singh,0,Doctorate,3479,BJP,13350861,0,297
Sarangthem Manaobi,0,Post Graduate,3480,AITC,920000,0,297
Dr. Palla Rajeshwar Reddy,0,Doctorate,7933,TRS,178513297,25121804,14
Gunnam Nagi Reddy,0,Graduate,7934,Yuvajana Sramika Rythu Congress Party,8861773,0,14
Gutha Sukhender Reddy,1,12th Pass,4547,INC,85907866,10103677,14
Kundarapu Ramesh,0,5th Pass,7930,BSP,311578,0,14
Manupuri Daya Sagar,0,Graduate,7936,Pyramid Party of India,1189058,0,14
Marri Nehemiah,0,12th Pass,4545,IND,564168,0,14
Nandyala Narsimha Reddy,0,Graduate,7932,CPI(M),7948560,0,14
Tejavath Bellaiah Naik,0,Graduate Professional,7935,AAP,8320000,500000,14
Tera Chinnapa Reddy,5,Doctorate,7931,TDP,1269815389,34399714,14
Dr. Suraj Mandal,2,Doctorate,1247,Jharkhand Vikas Dal,7871582,700000,161
Jaideo Choudhary,2,10th Pass,1249,SP,4620269,28831,161
Kanchan Kumari,0,12th Pass,641,IND,5980857,85000,161
Krishna Singh,1,Literate,648,JD(U),518000,0,161
Mahendra Ravidas,0,Graduate,1251,Bahujan Mukti Party,889868,133210,161
Manju Kumari,0,Post Graduate,1245,AITC,2598000,0,161
Manoj Kumar,0,Post Graduate,1252,IND,8410000,10000,161
Md Jalil Ansari,0,Illiterate,1253,National Loktantrik Party,541600,0,161
Najrul Hassan Hashmi,0,Literate,646,AJSU Party,1800614,0,161
Phaljit Mahto,0,Illiterate,644,IND,995000,15000,161
Pranav Kumar Verma,0,Post Graduate,642,JVM(P),1386131,0,161
Raghunandan Prasad Vishwakarma,0,10th Pass,643,AIFB,4822232,487351,161
Rameshwar Prasad Yadav,0,Post Graduate,645,IND,1488300,45000,161
Ravindra Kumar Ray,0,Doctorate,47,BJP,10564046,200000,161
Shivnath Sav,0,8th Pass,1248,IND,911000,121000,161
Tilakdhari Prasad Singh,0,Graduate,478,INC,4666034,0,161
Vijay Kumar Chourasiya,1,Graduate,1246,AAP,3704548,620968,161
Visheshwar Prasad,0,8th Pass,477,BSP,4850000,1800000,161
Yogender Ram,0,10th Pass,647,Akhil Bharatiya Jan Sangh,4765000,500000,161
Dr.Prashant Tripathi,1,Graduate Professional,2995,AAP,11252908,3907073,224
Dr.Shivnarayan Verma,0,Graduate Professional,2994,BSP,410000,0,224
Imamuddin Khan,0,Graduate,2996,IND,1882500,70000,224
Narayan Singh,4,12th Pass,135,INC,13492052,1709097,224
Rod Ji,0,Literate,2998,IND,676000,0,224
Rodmal Nagar,0,Graduate,2993,BJP,28569974,3586473,224
Duraisamy.A,0,5th Pass,7002,IND,19312,0,379
Ganesha Murthi.A,1,Graduate,6348,MDMK,29856503,2512561,379
Gopi P,0,Literate,6352,INC,19406959,895121,379
Gunasekaran T.K,0,10th Pass,6999,United Communist Party of India,21195000,5200000,379
Kumarasamy K.K,0,Graduate Professional,6339,AAP,11661670,2200000,379
Mayilsamy K,0,Graduate,6344,IND,365500,20000,379
Murugesan_s,0,5th Pass,4040,IND,2566000,0,379
Palaniappan Josiyar C.M,0,Illiterate,6342,CPI(ML) Red Star,20000,0,379
Pavithravalli H,0,Post Graduate,6354,DMK,37629685,3680000,379
Rajagopal V,0,12th Pass,7003,IND,327000,0,379
Selvakumara Chinnayan S,0,Post Graduate,6350,AIADMK,47459708,0,379
Sethupathy,1,Graduate,6340,BSP,14267730,100000,379
Thangaraj V,0,5th Pass,7001,IND,500,0,379
Vijayakumar S,0,Graduate,7000,IND,1025551,0,379
Gaffar,0,Literate,4791,IND,525500,0,243
Gangaram Pratap,0,8th Pass,4789,Aadijan Mukti Sena,38287,0,243
Jyoti Sukhlal Gore,1,8th Pass,4792,CPI,1820400,0,243
Kailash Awasya,2,Post Graduate,4201,AAP,1687286,0,243
Kailash Patel,0,12th Pass,4790,IND,5843000,0,243
Naharsingh Richhuji Barde,0,Graduate,4199,BSP,2994951,135000,243
Ramesh Chensingh,1,5th Pass,4198,INC,5264289,720473,243
Subhash Patel,0,Post Graduate,4200,BJP,36138699,2300000,243
Gajresh Kumar,1,Graduate,1755,IND,266000,0,407
Gaurav,0,Graduate Professional,687,AAP,28246000,24000000,407
Jaya Prada Nahata,0,12th Pass,688,RLD,226399859,3931582,407
Kamal,0,5th Pass,1757,IND,1606593,0,407
Kunwar Bhartendra,2,Post Graduate,1764,BJP,24840646,0,407
Malook Nagar,0,Graduate,1763,BSP,2896200000,33733000,407
Mohamad Adeeb,0,Post Graduate,1756,Rashtrawadi Samaj Party,26241383,0,407
Mohammad Moosa,0,Graduate,1759,Peace Party,8740204,0,407
Parvez Aqil,0,Graduate,1762,All India Minorities Front,104992,0,407
Shahnawaj Rana,11,Graduate Professional,57,SP,145562257,54311908,407
Uday Alies Udayveer,1,Not Given,1761,Bharatiya Momin Front,1610000,0,407
Umesh Alies Pani,0,8th Pass,1760,IND,545918,0,407
Ghulam Raza,0,Graduate,8609,IND,123766,0,155
Syed Mohd. Kazim,0,10th Pass,8612,IND,6430164,0,155
Thupstan Chhewang,0,Graduate Professional,8304,BJP,19852701,80000,155
Tsering Samphel,0,12th Pass,8265,INC,12146918,1736466,155
Gicho Kabak,0,10th Pass,874,NCP,400000,0,43
Gumjum Haider,0,Graduate,875,AITC,8808016,0,43
Habung Payeng,0,Post Graduate,951,AAP,14587055,0,43
Jalley Sonam,0,10th Pass,472,PPA,4680000,0,43
Kiren Rijiju,0,Graduate Professional,246,BJP,12539868,475000,43
Subu Kechi,1,Graduate Professional,953,IND,785000,0,43
Taba Taku,0,Graduate,952,Lok Bharati,6200000,0,43
Takam Sanjoy,0,Graduate,405,INC,105915042,0,43
Gokul Prasad Dongre,1,Graduate,4181,BSP,18675000,329980,241
Hemraj Singh,0,Post Graduate,4756,Bahujan Sangharshh Dal,65000,0,241
Kamal Singh,0,Post Graduate,4180,Prajatantrik Samadhan Party,2604000,0,241
Manohar Ahiriya,0,12th Pass,4761,IND,985000,0,241
Manohar Untwal,0,12th Pass,4178,BJP,6336490,1448086,241
Radheshyam Malviya,0,Literate,4179,IND,1365144,0,241
Sajan Singh,0,5th Pass,4760,IND,320000,0,241
Sajjan Singh Verma,0,Post Graduate,4755,INC,65670004,250694,241
Sobhal Singh,0,5th Pass,4759,Samata Samadhan Party,445000,0,241
Sodan Singh Dalmiya,0,Post Graduate,4758,Bahujan Mukti Party,22000,0,241
Sujeet Sangte,0,12th Pass,4757,AAP,622739,2225000,241
Goutam Malakar,0,8th Pass,2250,IND,242000,0,45
Krishna Das,0,12th Pass,76,BJP,2794334,0,45
Lalit Mohon Suklabaidya,2,Post Graduate,2246,INC,11328972,0,45
Mohananda Das,0,10th Pass,2251,IND,600000,0,45
Pintu Malakar,0,12th Pass,2244,IND,440000,0,45
Pradip Suklabaidya,0,8th Pass,2253,IND,299847,0,45
Probash Chandra Sarkar,0,10th Pass,2239,SUCI(C),30000,0,45
Rabindra Nath Choudhury,0,Graduate Professional,2252,AGP,15546810,0,45
Radheshyam Biswas,0,12th Pass,2240,AIUDF,7068281,0,45
Rinku Malakar,0,8th Pass,2241,SP,533500,13000,45
Sabuj Das,0,10th Pass,2242,IND,332000,0,45
Sajalendu Malakar,0,10th Pass,2243,IND,417000,0,45
Sanjit Kumar Das,0,10th Pass,2249,IND,640607,0,45
Sujit Mallick,0,10th Pass,2247,IND,200042,0,45
Tarun Kumar Das,0,10th Pass,2248,AAP,391000,0,45
Gurnam Singh Koli,0,12th Pass,8001,BSP,5530658,260000,151
Jagat Ram,4,10th Pass,8305,CPI(M),1004055,0,151
Mohan Lal Brakta,0,Graduate Professional,8275,INC,9452159,1859464,151
Shurveer Singh,1,Not Given,8597,SP,524000,0,151
Subhash Chander,1,Others,8277,AAP,1372441,2018591,151
Virender Kashyap,0,Post Graduate,8307,BJP,5228095,0,151
Virender Kumar Kashyap,0,12th Pass,8596,IND,12500,0,151
Guru Prasad Pradhan,0,Graduate Professional,3711,IND,1157381,0,311
Jimuta Prasad Mishra,0,Post Graduate,3268,AAP,3657868,0,311
Kalakar Naik,0,12th Pass,3267,Ambedkarite Party of India,2140000,0,311
Manasi Swain,3,Post Graduate,3271,SUCI(C),453116,950000,311
Nirmal Samal,0,8th Pass,3274,IND,740000,0,311
Pradyumna Kumar Naik,0,Graduate Professional,3269,Bahujan Mukti Party,1427000,0,311
Premananda Sahoo,0,Post Graduate,3264,BSP,1650041,55253,311
Priyabrata Garnaik,0,Graduate,3270,Samata Kranti Dal,1191000,350000,311
Rudranarayan Pany,5,Graduate,3265,BJP,267145,0,311
Sudhir Kumar Samal,3,8th Pass,3266,INC,85901162,17484885,311
Suparno Satpathy,0,Graduate,3272,Aama Odisha Party,48872009,702378,311
Tathagata Satpathy,7,Others,3263,BJD,35434099,0,311
Jadav Ambalal Kanabhai,0,Graduate Professional,6591,JD(U),1535000,60000,132
Mistry Madhusadan Devram,1,Post Graduate,6586,INC,31759626,480000,132
Narendra Modi,0,Post Graduate,6585,BJP,15157582,0,132
Pathan Mahemudkhan Razakkhan,0,5th Pass,6589,Apna Desh Party,30000,0,132
Pathan Sahebkhan Asifkhan,0,12th Pass,6588,SP,2860000,0,132
Rohit Madhusudan Mohanbhai,0,12th Pass,4909,BSP,4795000,130000,132
Sunil Digambar Kulkarni,0,Others,6592,AAP,12110000,2680000,132
Tapan Dasgupta,0,Graduate Professional,4908,SUCI(C),191809,0,132
Jai Ram Singh,0,Post Graduate,8060,Lokpriya Samaj Party,5911740,0,458
Jitendra Kumar Singh,17,12th Pass,8055,BSP,36687134,4631484,458
Lallu Singh,1,Post Graduate,8397,BJP,15127861,3640964,458
Makasud Ali,0,8th Pass,8059,Peace Party,2310000,3000000,458
Mayuri Tiwari,0,Post Graduate,8058,AAP,8887812,3300000,458
Mitrasen Yadav,16,12th Pass,8056,SP,11284428,33970,458
Nasreen Bano,0,8th Pass,8703,Rashtriya Ulama Council,3152116,0,458
Nirmal Khatri,0,Doctorate,8057,INC,9364711,298340,458
Radhika Prasad,0,Post Graduate,8702,Indian Savarn Samaj Party,5711000,0,458
Ram Janam,0,10th Pass,8701,Moulik Adhikar Party,96780,0,458
Shailendra Kumar Shukla,0,Graduate Professional,8697,Naitik Party,51800,0,458
Jampana Srinivasa Goud,1,10th Pass,8880,IND,1372180,212000,29
Kammili Srinivas,0,Graduate Professional,8876,Jai Samaikyandhra Party,499399880,22800000,29
Kolusu Partha Sarathy,6,12th Pass,8205,Yuvajana Sramika Rythu Congress Party,59930668,3851887,29
Konakalla Narayana Rao,0,12th Pass,8339,TDP,34850000,9800000,29
Mohammad Ishaq,0,10th Pass,8873,IND,11149954,5133921,29
Parasa Srinivasa Rao,1,10th Pass,8875,IND,368316,140000,29
Peggam Prasada Rao,0,Post Graduate,8878,BSP,870000,0,29
Sistla Ramesh,0,Graduate Professional,8877,INC,11000000,300000,29
Vadapalli Raghunadh,0,Graduate,8204,Pyramid Party of India,1570000,223000,29
Yarlagadda Rama Mohana Rao,0,12th Pass,8874,IND,10672000,3210000,29
Yenduri Subramanyeswara Rao,0,10th Pass,8337,IND,820000,0,29
K.Samuvelraj,1,12th Pass,7536,CPI(M),711701,74000,397
K.Solairaj,0,10th Pass,7538,IND,51700,0,397
Kamalavel Selvan,1,Graduate Professional,7531,BSP,1529881,46496,397
Kannan,0,5th Pass,7547,IND,555776,0,397
"Karthigaisamy, P.",1,5th Pass,7526,CPI(ML) Red Star,1637904,0,397
Lakshmi Gandan,4,Graduate Professional,7539,IND,446386,21500,397
M.Satheesh,0,Graduate,7537,IND,206911,0,397
"Madhavan, P.",0,5th Pass,7551,IND,2105703,0,397
Mahalingam,0,5th Pass,7535,Desiya Forward Bloc,2906722,810000,397
"Mammathan, M.",0,8th Pass,7549,IND,607100,89100,397
Manickam Tagore,1,Graduate Professional,7529,INC,17292470,4953498,397
Marimuthu,0,10th Pass,7548,IND,280000,0,397
Mohanraj,0,Graduate,7533,Jebamani janatha,23380000,1550000,397
P.V.Radhakrishnan,0,Graduate,7546,IND,5596881,145000,397
Palanichamy,0,Post Graduate,7543,IND,0,0,397
"Palpandi, S.",0,Doctorate,7550,IND,0,0,397
Pandiarajan,0,8th Pass,7545,IND,1958200,1200000,397
"Pradeepkumar, D",0,Post Graduate,7527,Lok Satta Party,7264000,0,397
Radhakrishnan,0,10th Pass,7530,AIADMK,43736485,5273447,397
Rathinavelu,0,Graduate Professional,7534,DMK,91534108,4384420,397
Sankar,0,Post Graduate,7541,IND,405000,0,397
Santhanakrishnan,0,10th Pass,7532,Tamil Nadu Makkal Congress,1153247,2437,397
Soundhirapandian,0,5th Pass,7544,IND,705000,0,397
Suresh Gandhi,0,12th Pass,7540,IND,1231198,0,397
Thanuskodi,0,Others,7542,IND,2772100,562000,397
Vaiko,6,Post Graduate,7528,MDMK,36116391,137545,397
Keshav Choudhary,1,12th Pass,1680,IND,1000,0,415
Mukul Upadhyay,0,10th Pass,229,BSP,167355710,18751971,415
Naresh Gautam,0,Graduate,1684,Bahujan Mukti Party,3660000,0,415
Nitin,0,10th Pass,1678,IND,1000,0,415
Raj Babbar,1,12th Pass,1685,INC,197233950,22896345,415
Ramphal Shakya,0,Not Given,1697,IND,3200000,1077,415
Rinku Kumar Tyagi,0,Others,1674,IND,31501000,4000000,415
Sabir,0,Others,1681,IND,1836155,16555,415
Saleem Malik,0,8th Pass,1682,IND,10000,0,415
Sanjeev Kumar,0,Post Graduate,1679,IND,5671309,0,415
Shazia Ilmi Malik,1,Post Graduate,674,AAP,303342609,41846167,415
Sudhan Kumar,0,Graduate,673,SP,180682500,0,415
Suresh Pal,0,12th Pass,1672,Bharatiya Sarvodaya Kranti Party,63170,0,415
Vijay Kumar Singh,2,Doctorate,1667,BJP,41137044,2026774,415
Vinod Kumar Tyagi,1,Post Graduate,1693,IND,41416138,0,415
Ninong Ering,0,Graduate,406,INC,88065000,0,44
Tapir Gao,0,Post Graduate,247,BJP,82370000,300000,44
Wangman Lowangcha,0,Graduate,876,PPA,46162501,0,44
Kunwar Pushpendra Singh,1,Post Graduate,5527,BJP,40,71265181,449
Anil Kumar,0,10th Pass,6661,Ambedkar Samaj Party,35,90000,449
Atul Kumar Singh,0,Graduate Professional,5531,AAP,31,2553384,449
Avinash Kumar Mishra,0,Post Graduate,5529,AITC,57,68194327,449
Bishambhar Prasad Nishad,3,Post Graduate,5537,SP,51,21648071,449
Kailash Prasad Nishad,0,12th Pass,5539,Eklavya Samaj Party,28,70000,449
Kiran,0,Graduate,5530,IND,34,1055000,449
Pravesh Kumar Vyas,0,Graduate,6659,IND,28,280094,449
Preetam Singh,0,Post Graduate,5528,INC,44,24162000,449
Rakesh Kumar Goswami,0,Graduate Professional,5526,BSP,60,49515582,449
Ram Sajiwan,0,Graduate,5533,Bhartiya Shakti Chetna Party,52,2168500,449
Ramesh Prajapati,0,12th Pass,5536,Most Backward Classes Of India,37,4020000,449
Shripal,0,5th Pass,6663,Bundelkhand Congress,51,672500,449
Vimlesh,0,10th Pass,5532,IND,42,2962000,449
Vivek Kumar,0,Post Graduate,5535,Rashtriya Krantikari Samajwadi Party,36,1093000,449
Anurag Singh Thakur,10,Graduate,7997,BJP,39,46535803,150
Amin Chand,0,5th Pass,8348,IND,55,277443,150
Ashish Kumar,0,Graduate Professional,8349,IND,34,900,150
Dev Raj Bhardwaj,0,Others,9067,IND,61,512130100,150
Kamal Kanta Batra,0,10th Pass,8471,AAP,69,23643190,150
Rajinder Singh Rana S/O Gian Singh,0,10th Pass,8593,IND,47,27415000,150
Rajinder Singh Rana S/O Late Shri Sukh Ram,0,Graduate,7996,INC,48,228697768,150
Rakesh Choudhary,1,10th Pass,8472,BSP,38,21668407,150
Shiv Datt,0,Graduate Professional,8473,SHS,61,1516005,150
Urmila,0,5th Pass,8594,SP,58,2230000,150
Chandrakant Bhaurao Khaire,8,12th Pass,5156,SHS,62,90614560,268
Ahamad Aziz Ahamad Mateen,0,8th Pass,5147,IND,53,240000,268
Ankush Munjaji Tupsamundre,0,Literate,5150,IND,39,5110000,268
Balasaheb Asaram Sarate,0,Post Graduate,5151,IND,45,5849936,268
Balasaheb Vitthal Aware,0,10th Pass,5152,IND,49,1831343,268
Bansode Udhav Govardhan,0,Graduate,5153,IND,31,615000,268
Banswal Mannalal Premchand,0,Not Given,5154,Prabuddha Republican Party,47,65000,268
Bhanudas Ramdas Sarode,0,Not Given,5155,IND,39,0,268
Dandge Nanasaheb Damodhar,0,Graduate,5157,IND,44,1335000,268
Dr. Feroz Khan Murtuza Khan,0,Doctorate,5158,IND,44,21375000,268
Gayake Sadashiv Ambadas,4,Graduate Professional,5160,SP,64,12025302,268
Jadhav Pushpa Shantilal,0,Illiterate,5164,Ambedkar National Congress,40,294744,268
Jagdip Vishwanath Shinde,0,Graduate Professional,5165,IND,31,21000,268
Jawaharlal Laxman Bhagure,0,10th Pass,5166,IND,30,448217,268
Jevrikar Indrakumar Dnyanoba,0,Graduate,5167,BSP,40,13071000,268
Kailas Chandrabhan Dhengde,0,10th Pass,5168,IND,36,17200,268
Khudus Samad,0,10th Pass,5148,Bahujan Mukti Party,32,41890,268
Mohmmad Kismatwala Kasim Kismatwala,0,8th Pass,5170,Gareeb Aadmi Party,37,635000,268
Nadeem Rana,0,12th Pass,7611,IND,40,3250000,268
Nandarkar Vishal Uddhav,0,10th Pass,5171,IND,29,1088000,268
Patil Nitin Suresh,7,Graduate,5173,INC,44,150699930,268
Phulare Suresh Asaram,0,12th Pass,5174,IND,33,497750,268
Raju Baburao Dole,0,Graduate,5176,IND,44,16149796,268
Sayyad Shafiyoddin Vahiyoddin,0,10th Pass,7613,Welfare Party Of India,46,75000,268
Shaik Sayyad Shaik Mahmood,0,5th Pass,7612,IND,33,451000,268
Subhash Kalyanrao Lomte,0,Post Graduate,5178,AAP,62,11681447,268
Tribhuvan Madhukar Padmakar,0,12th Pass,7610,IND,45,2193000,268
Sushil Kumar Singh,5,Post Graduate,371,BJP,48,127845854,97
Bagi Kumar Verma,0,Graduate,374,JD(U),61,32766379,97
Durga Thakur,0,10th Pass,379,IND,55,730000,97
Nikhil Kumar,0,Post Graduate,372,INC,72,297302441,97
Ragini Lata Singh,0,Post Graduate,380,AAP,49,14532000,97
Rakesh Sharma,0,Doctorate,373,IND,42,12693861,97
Ramji Singh,0,Post Graduate,377,IND,45,1310000,97
Rita Devi,0,10th Pass,381,SP,43,5136715,97
Santosh Kumar,2,Graduate,378,BSP,45,130000,97
Somaru Paswan,0,Literate,382,IND,58,3269500,97
Upendra Nath,1,Post Graduate,376,Bahujan Mukti Party,46,9228000,97
Usha Sharan,1,Literate,375,Shoshit Samaj Dal,43,3900000,97
Vijeet Kumar,0,Graduate,383,IND,29,400000,97
Janardan Singh Sigriwal,4,Graduate,87,BJP,50,4795223,79
Brinda Pathak,0,Graduate Professional,8529,IND,68,7890000,79
Byas Manjhi,0,Graduate Professional,8811,Bahujan Mukti Party,43,11782000,79
Gopal Prasad,0,Graduate Professional,8273,IND,63,2518000,79
Manoranjan Singh,10,8th Pass,8127,JD(U),54,35183301,79
Nagendra Prasad,0,Post Graduate,8530,BSP,49,10969151,79
Prabhu Nath Singh,8,12th Pass,8126,RJD,61,31380728,79
Rina Rani,1,Graduate,8528,AAP,40,17836000,79
Shiv Nath Mahto,2,Literate,8271,IND,57,2523555,79
Umashankar Tiwari,0,Graduate Professional,8810,IND,38,961700,79
Pankaj,0,12th Pass,9282,BJP,44,191819151,467
 Rakesh Kumar Giri,0,Graduate Professional,9706,IND,37,306023,467
Ajaydhar,0,12th Pass,9699,IND,0,151200,467
Akhilesh,7,Graduate,9283,SP,50,35083577,467
Akhilesh Kumar,0,12th Pass,9698,Apna Dal United Party,30,228000,467
Anil Kumar Shahani,0,Graduate,9700,IND,38,900000,467
Arat Kharvar,0,10th Pass,9690,Bahujan Mukti Party,48,67000,467
Daya Ram Nishad,1,Post Graduate,9703,IND,34,2420000,467
Dinanath,0,Graduate,9705,IND,0,16000,467
Dinesh Kumar,0,Post Graduate,9704,IND,60,6243000,467
Govind Das,0,5th Pass,9701,IND,55,5230430,467
Harshvardhan,1,Graduate,9280,INC,66,131483270,467
Kashinath,3,Graduate Professional,9281,BSP,59,337517506,467
Kavilas,0,Literate,9691,Suheldev Bhartiya Samaj Party,35,376479,467
Mangal Lal,0,Post Graduate,9693,Lok Dal,69,6314638,467
