uuid,did,cid,name,cname,designation
9157,8608,395,Uday Gupta,Mahindra Ugine Steel Company Ltd,Managing Director
9158,8609,7167,Uday K Kamat,Galaxy Surfactants Ltd,Executive Director (Finance)
9159,8610,292,Uday Khanna,Castrol India Ltd,Additional Director
9160,8611,60,Uday Khanna,Bata India Ltd,Chairman
9161,8612,434,Uday Khanna,Pfizer Ltd,Additional Director
9162,8613,14235,Uday Kotak,Kotak Mahindra Prime Ltd,Chairman
9163,8614,4764,Uday M Chitale,JSW Steel Ltd,Director
9164,8615,20314,Uday M Chitale,GMR Vemagiri Power Generation Ltd,Director
9165,8616,23039,Uday M Chitale,GMR Infrastructure Ltd,Independent Director
9166,8617,25777,Uday Mogre,Bombay Rayon Fashions Ltd,Executive Director (Corporate)
9167,8618,12581,Uday Nath Bhaduri,West Bengal Power Devp. Corpn. Ltd,Director
9168,8619,16013,Uday Pasricha,Escotel Mobile Communications Ltd,Director
9169,8620,5844,Uday S Kotak,Kotak Securities Ltd,Chairman
9170,8621,16795,Uday Y Phadke,Mahindra & Mahindra Financial Services Ltd,Director
9171,8622,23039,Udaya Holla,GMR Infrastructure Ltd,Independent Director
9172,8623,20314,Udaya Holla,GMR Vemagiri Power Generation Ltd,Director
9173,8624,7065,Udayan Banerjee,Sharda Motor Industries Ltd,Executive Director
9174,8625,7065,Udayan Banerjee,Sharda Motor Industries Ltd,Executive Director
9175,8626,5772,Udayan Bose,JK Paper Ltd,Director
9176,8627,12029,Udaykrishna Nityanand Bose,Engineers India Ltd,Director
9177,8628,20944,Uddesh Kohli,Alstom Projects India Ltd,Director
9178,8629,21953,Uddesh Kumar Kohli,Lanco Infratech Ltd,Director
9179,8630,154,Uddhav Kejriwal,Electrosteel Castings Ltd,Whole-time Director
9180,8631,4962,Udit Agarwal,Genus Power Infrastructures Ltd,Additional Director
9181,8632,446,Udo Bauer,Fag Bearings India Ltd,Additional Director
9182,8633,672,Ujjwala Apte,JBF Industries Ltd,Company Secretary
9183,8634,2567,Ulhas N Yargop,Satyam Computer Services Ltd,Director
9184,8635,17215,Ulhas N Yargop,Tech Mahindra Ltd,Director
9185,8636,5626,Ullal Narendra Kini,Coca-Cola India Pvt Ltd,Company Secretary
9186,8637,1149,Uma Kant Singhal,Jamna Auto Industries Ltd,Director
9187,8638,24429,Uma Karthikeyan,Ennore Coke Ltd,Director
9188,8639,4439,Umakanta Barik,Heritage Foods (India) Ltd,Company Secretary
9189,8640,154,Umang Kejriwal,Electrosteel Castings Ltd,Managing Director
9190,8641,25088,Umesh B Lakhani,Aditya Medisales Ltd,Director
9191,8642,12010,Umesh Chandra,Electronics Corporation Of India Ltd,Director
9192,8643,12212,Umesh Chandra,Rashtriya Ispat Nigam Ltd,Director (Operation)
9193,8644,3750,Umesh H Valecha,Valecha Engineering Ltd,Whole-time Director
9194,8645,3226,Umesh Jain,K S Oils Ltd,Nominee (IDBI)
9195,8646,26539,Umesh Kumar Makhariya,G S Oils Ltd,Executive Director
9196,8647,1745,Umesh Revankar,Shriram Transport Finance Company Ltd,Managing Director
9197,8648,1850,Umesh Shahra,Ruchi Strips & Alloys Ltd,Managing Director
9198,8649,24288,Umesh Sharma,Aristo Pharmaceuticals Ltd,Chairman & Managing Director
9199,8650,4133,Umesh Sharraf,Southern Power Distribution Company of AP Ltd,Non Wholetime Director
9200,8651,27333,Umesh Shetty,Allcargo Logistics Ltd,Addi.Direct. & Whole Time Dire
9201,8652,12399,Umesh Tripathi,Indian Farmers Fertilizer Cooperative Ltd,Director
9202,8653,20883,Upen H Shah,Cadila Healthcare Ltd,Company Secretary
9203,8654,12546,Upendra Prasad Sing,KIOCL Ltd,Director
9204,8655,2299,Upendra Prasad Singh,Steel Authority of India Ltd,Nominee
9205,8656,15853,Urjit Patel,Gujarat State Petroleum Corporation Ltd,Director
9206,8657,19969,Urmish Chudgar,Intas Pharmaceuticals Ltd,Managing Director
9207,8658,2957,Ursula Borgmann,Micro Inks Ltd,Director
9208,8659,976,Urvashi Saxena,Su-Raj Diamonds & Jewellery Ltd,Additional Director
9209,8660,186,Urvashi Saxena,Gammon India Ltd,Director
9210,8661,5611,Urvashi Saxena,Elder Pharmaceuticals Ltd,Director
9211,8662,26856,Usha B Kulkarni,Pratibha Industries Ltd,Chairperson
9212,8663,3148,Usha Sangwan,IFCI Ltd,Director
9213,8664,607,Utpal Bhattacharyya,West Coast Paper Mills Ltd,Director
9214,8665,445,Utpal Kumar Mukhopadhyay,Surya Roshni Ltd,Director
9215,8666,2598,Utpal Sheth,NCC Ltd,Alternate Director
9216,8667,751,Utsav Parekh,McNally Bharat Engineering Company Ltd,Director
9217,8668,24988,Utsav Parekh,Mcleod Russel India Ltd,Director
9218,8669,247,Uttam Bose,Hindustan Motors Ltd,Managing Director
9219,8670,69,Uwe Loos,Bharat Forge Ltd,Director
9220,8671,21241,V A Sastry,National Stock Exchange Of India Ltd,Director
9221,8672,1341,V A Shah,Torrent Power SEC Ltd(merged),Director
9222,8673,3897,V Aranganathan,Surana Industries Ltd,Director
9223,8674,51,V B Haribhakti,Bajaj Electricals Ltd,Director
9224,8675,2806,V Balakrishnan,Infosys Ltd,CFO & Director
9225,8676,24986,V Bangarusamy,Suguna Poultry Farm Ltd,Director
9226,8677,578,V Bhandari,Eveready Industries India Ltd,Director
9227,8678,665,V C Agrawal,IBP Co. Ltd(merged),Managing Director
9228,8679,25579,V C Kothari,Macleods Pharmaceuticals Ltd,Director
9229,8680,114,V C Kotwal,Cipla Ltd,Director
9230,8681,244,V Chandramouli,Cadbury India Ltd,Director
9231,8682,24936,V Chandramouly,Zylog Systems Ltd,Director
9232,8683,24936,V Chandramouly,Zylog Systems Ltd,Director
9233,8684,29583,V Chandrasekaran,SKS Microfinance Ltd,Nominee (SIDBI)
9234,8685,869,V Chandrasekhar,Alfa-Laval (India) Ltd,Company Secretary
9235,8686,4112,V Chandrasekhara Reddy,Balaji Distilleries Ltd(merged),Director
9236,8687,19296,V D Chowgule,Chowgule & Company Pvt Ltd,Chairman
9237,8688,539,V G Jaganathan,Sundram Fasteners Ltd,Executive Director & CS
9238,8689,25008,V G Janarthanam,Consolidated Construction Consortium Ltd,Director (Operation)
9239,8690,1060,V G Raghavan,Essar Steel Ltd,Director
9240,8691,15618,V G Siddhartha,Amalgamated Bean Coffee Trading Company Ltd,Managing Director
9241,8692,23244,V Gourishankar,ISMT Ltd,Nominee (IDBI)
9242,8693,1927,V Govindarajulu,L G Balakrishnan & Bros Ltd,Director
9243,8694,18569,V Gunalan,Tamil Nadu Civil Supplies Corporation Ltd,Chairman & Managing Director
9244,8695,141,V H Joshi,DCW Ltd,Director
9245,8696,2787,V H Pandya,SREI Infrastructure Finance Ltd,Director
9246,8697,28591,V Harish Kumar,Ramky Infrastructure Ltd,Director
9247,8698,27273,V Jagannadha Rao,K E C International Ltd,Company Secretary
9248,8699,16083,V K Abbey,North Eastern Electric Power Corporation Ltd,Chairman & Managing Director
9249,8700,24268,V K Agarwal,Rites Ltd,Managing Director
9250,8701,1909,V K Agarwala,Rolta India Ltd,Director
9251,8702,14556,V K Bajaj,Amrit Banaspati Company Ltd,Director
9252,8703,14556,V K Bajaj,Amrit Banaspati Company Ltd,Director
9253,8704,361,V K Balasubramanian,Mafatlal Industries Ltd,Director
9254,8705,2298,V K Bhalla,Bharat Electronics Ltd,Director (Part-Time)
9255,8706,12002,V K Bhalla,Indian Oil Corporation Ltd,Independent Director
9256,8707,250,V K Bhandari,HSIL Ltd,Director
9257,8708,26626,V K Bhatia,Narmada Hydroelectric Development Corporation Ltd,Nominee
9258,8709,88,V K Chaturvedi,Reliance Infrastructure Ltd,Non Executive Director
9259,8710,1814,V K Chopra,Dewan Housing Finance Corporation Ltd,Director
9260,8711,1909,V K Chopra,Rolta India Ltd,Director
9261,8712,3148,V K Chopra,IFCI Ltd,Nominee (Govt)
9262,8713,15293,V K Chopra,Jaiprakash Associates Ltd,Director
9263,8714,15293,V K Chopra,Jaiprakash Associates Ltd,Director
9264,8715,26997,V K Chopra,Centrum Direct Ltd,Director
9265,8716,2626,V K Goel,Dhampur Sugar Mills Ltd,Chairman
9266,8717,13166,V K Gupta,National Buildings Construction Corporation Ltd,Part Time Non Official Ind.Dir
9267,8718,4689,V K Gupta,Ushdev International Ltd,Independent Addi. Director
9268,8719,5575,V K Jain,Mahanadi Coalfields Ltd,Director (Technical)
9269,8720,1957,V K Jain,Ruchi Infrastructure Ltd,Additional Director
9270,8721,704,V K Jain,Ruchi Soya Industries Ltd,Director (Commercial)
9271,8722,2306,V K Jairath,Bharat Heavy Electricals Ltd,Director(PartTime NonOfficial)
9272,8723,560,V K Jairath,Tata Motors Ltd,Director
9273,8724,12874,V K Koshy,Goa Shipyard Ltd,Director(PartTime NonOfficial)
9274,8725,18488,V K Kukreja,Torrent Power Ltd,Additional Director
9275,8726,18105,V K Magapu,Larsen & Toubro Infotech Ltd,Director
9276,8727,18105,V K Magapu,Larsen & Toubro Infotech Ltd,Director
9277,8728,348,V K Magapu,Larsen & Toubro Ltd,President & Whole-time Dir.
9278,8729,3169,V K Mehrotra,Bhushan Steel Ltd,Director
9279,8730,5200,V K Mishra,Lakshmi Energy & Foods Ltd,Director
9280,8731,12030,V K Misra,Hindustan Aeronautics Ltd,Director(Parttime Non-officia)
9281,8732,7247,V K Mittal,Ispat Mettallics India Ltd(merged),Managing Director
9282,8733,2038,V K Parthasarathy,Chemplast Sanmar Ltd,Director
9283,8734,24936,V K Ramani,Zylog Systems Ltd,Director
9284,8735,399,V K Rekhi,McDowell & Company Ltd (Merged),Managing Director
9285,8736,5540,V K Sharma,Telecommunications Consultants India Ltd,Director (Projects)
9286,8737,4248,V K Sharma,LIC Housing Finance Ltd,Director and Chief Executive
9287,8738,14556,V K Sibal,Amrit Banaspati Company Ltd,Director
9288,8739,14556,V K Sibal,Amrit Banaspati Company Ltd,Director
9289,8740,12328,V K Singh,Eastern Coalfields Ltd,Director (Technical)
9290,8741,5302,V K Sinha,Essar Oil Ltd,Nominee (LIC)
9291,8742,2831,V K Sodani,Sangam (India) Ltd,Executive Director
9292,8743,22054,V K Sood,Western Electricity Supply Co of Orissa Ltd,Managing Director
9293,8744,5482,V K Srivastava,Hindustan Steel Works Construction Ltd,Director
9294,8745,12052,V K Srivastava,Heavy Engineering Corporation Ltd,Nominee (Govt)
9295,8746,23753,V K Sureka,Mauria Udyog Ltd,Managing Director
9296,8747,771,V K Swaminathan,Sakthi Sugars Ltd,Executive Director
9297,8748,541,V K Taparia,Supreme Industries Ltd,Executive Director
9298,8749,26626,V K Tripathi,Narmada Hydroelectric Development Corporation Ltd,Company Secretary
9299,8750,321,V K Viswanathan,Bosch Chassis Systems India Ltd,Director
9300,8751,378,V K Viswanathan,Bosch Ltd,Managing Director
9301,8752,5762,V Kala,Cochin Shipyard Ltd,Company Secretary
9302,8753,12421,V Kannan,Cethar Vessels Ltd,Director
9303,8754,4402,V Kirubanandran,Tulsyan NEC Ltd,Director
9304,8755,2336,V L Dutt,DCM Shriram Industries Ltd,Director
9305,8756,13868,V L Joshi,Gujarat Mineral Development Corporation Ltd,Managing Director
9306,8757,16500,V L Moorthy,Gayatri Projects Ltd,Director
9307,8758,217,V L Vyas,Gujarat Alkalies & Chemicals Ltd,Company Secretary
9308,8759,557,V Leeladhar,Tata Global Beverages Ltd,Director
9309,8760,13428,V Limaye,Securities Trading Corporation Of India Ltd,Director
9310,8761,3124,V M Agrawal,Ratnamani Metals & Tubes Ltd,Director
9311,8762,2629,V M Bharathy,Lloyds Metals & Energy Ltd,Nominee (IDBI)
9312,8763,1742,V M Crishna,Godrej Industries Ltd,Director
9313,8764,16166,V M Crishna,Godrej Agrovet Ltd,Director
9314,8765,16166,V M Crishna,Godrej Agrovet Ltd,Director
9315,8766,12177,V M Kaul,Nuclear Power Corporation,Director (Part-Time)
9316,8767,771,V M Manogaran,Sakthi Sugars Ltd,Nominee (IDBI)
9317,8768,6083,V M Manoharan,Manappuram Finance Ltd,Director
9318,8769,3897,V M Swami,Surana Industries Ltd,Whole-time Director
9319,8770,5600,V M Swami,Surana Corporation Ltd,Director
9320,8771,557,V Madan,Tata Global Beverages Ltd,Vice President & CS
9321,8772,13586,V Mahesh,Cognizant Technology Solutions India Pvt Ltd,Director
9322,8773,148,V Manickam,EID Parry (India) Ltd,Director
9323,8774,270,V Manickam,India Cements Ltd,Nominee (LIC)
9324,8775,24800,V Mohan,Parsvnath Developers Ltd,Company Secretary
9325,8776,28441,V Mohan,Vascon Engineers Ltd,Chairman
9326,8777,20314,V Mohana,GMR Vemagiri Power Generation Ltd,Company Secretary
9327,8778,5954,V Murahari Reddy,IVRCL Ltd,Director
9328,8779,28591,V Murahari Reddy,Ramky Infrastructure Ltd,Director
9329,8780,2303,V Murali,Neyveli Lignite Corporation Ltd,Director(PartTime NonOfficial)
9330,8781,19983,V N Dhoot,Videocon Industrial Finance Ltd,Director
9331,8782,23420,V N Dhoot,Petrocon India Ltd(merged),Director
9332,8783,5466,V N Donde,Toyo Engineering India Ltd,Deputy Managing Director
9333,8784,1866,V N Kaul,Reliance Capital Ltd,Director
9334,8785,1019,V N Koura,HCL Infosystems Ltd,Director
9335,8786,13963,V N Koura,Bharti Infotel Ltd(merged),Director
9336,8787,12607,V N Mathur,Container Corporation Of India Ltd,Chairman &Part-time Director(O
9337,8788,911,V N Nadkarni,Indo Gulf Corporation Ltd (Merged),Director
9338,8789,15823,V N Paradkar,Essar Constructions India Ltd,Whole-time Director
9339,8790,732,V N Sharma,Balmer Lawrie & Company Ltd,Director (Manufacturing)
9340,8791,25134,V N Venkatanathan,Sundaram Auto Components Ltd,Director
9341,8792,4439,V Nagaraja Naidu,Heritage Foods (India) Ltd,Director
9342,8793,20793,V Narayanan,Lafarge India Ltd,Director
9343,8794,12122,V Narayanan,Tamil Nadu Newsprint & Papers Ltd,Director
9344,8795,539,V Narayanan,Sundram Fasteners Ltd,Director
9345,8796,195,V Narayanan,Glaxosmithkline Pharma Ltd,Director
9346,8797,444,V P Agarwal,Prakash Industries Ltd,Chairman
9347,8798,17532,V P Agrawal,Airports Authority of India,Chairman
9348,8799,15962,V P Ahuja,Tractors & Farm Equipment Ltd,Director
9349,8800,2275,V P Ghuliani,Triveni Engineering & Industries Ltd (Merged),Company Secretary
9350,8801,1126,V P Joy,Kochi Refineries Ltd(merged),Additional Director
9351,8802,23,V P Joy,Apollo Tyres Ltd,Nominee (Kerala Govt)
9352,8803,23505,V P Kamath,Bharati Shipyard Ltd,Director
9353,8804,29349,V P Kamath,Weizmann Forex Ltd(merged),Director
9354,8805,24585,V P Mafatlal,Navin Fluorine International Limited,Director
9355,8806,1781,V P Mahendra,Kirloskar Electric Company Ltd,Director
9356,8807,597,V P Malhotra,Voltas Ltd,Company Secretary
9357,8808,237,V P Malik,Hero MotoCorp Ltd,Director
9358,8809,26520,V P Malik,BSES Rajdhani Power Ltd,Nominee
9359,8810,6083,V P Nandakumar,Manappuram Finance Ltd,Managing Director & CEO
9360,8811,5077,V P Rajini Reddy,Marg Ltd,Director
9361,8812,27272,V P Singh,Supreme Infrastructure India Ltd,Director
9362,8813,29582,V P Singh,SKS Ispat & Power Ltd,Director
9363,8814,422,V P Sood,OCL India Ltd,Director
9364,8815,1016,V Parthasarathy,Titan Industries Ltd,Nominee (TIDCO)
9365,8816,1052,V Pattabhi,Visaka Industries Ltd,Director
9366,8817,5600,V Pattabhiram,Surana Corporation Ltd,Director
9367,8818,28591,V Phanibhushan,Ramky Infrastructure Ltd,Company Secretary
9368,8819,23401,V R Gupta,Indian Railway Catering & Tourism Corporation Ltd,Director (Finance)
9369,8820,14871,V R Mahadevan,BGR Energy Systems Ltd,Director (Technnologies & HR)
9370,8821,7927,V R Mehta,Ind-Swift Laboratories Ltd,Director
9371,8822,4123,V R Mehta,Ind-Swift Ltd,Joint Managing Director
9372,8823,1866,V R Mohan,Reliance Capital Ltd,Company Secretary
9373,8824,12135,V R Patel,Krishak Bharati Co-operative Ltd,Director
9374,8825,6083,V R Ramachandran,Manappuram Finance Ltd,Director
9375,8826,13279,V R Sadasivam,Uranium Corporation Of India Ltd,Director
9376,8827,12010,V R Sadasivam,Electronics Corporation Of India Ltd,Director
9377,8828,12177,V R Sadasivam,Nuclear Power Corporation,Director
9378,8829,12546,V R Sastry,KIOCL Ltd,Additional Director
9379,8830,857,V Radhakrishna Murthy,Sree Rayalaseema Alkalies & Allied Chemicals Ltd,Company Secretary
9380,8831,13872,V Raghuraman,Suzlon Energy Ltd,Director
9381,8832,26353,V Raj Kumar,Sew Infrastructure Ltd,Additional Director
9382,8833,26353,V Raja Ram Mohan Rao,Sew Infrastructure Ltd,Chairman
9383,8834,5704,V Rajagopalan,Madras Fertilizers Ltd,Nominee
9384,8835,2297,V Rajagopalan,Rashtriya Chemicals & Fertilizers Ltd,Nominee (Govt)
9385,8836,26353,V Rajasekhar,Sew Infrastructure Ltd,Managing Director
9386,8837,1927,V Rajvirdhan,L G Balakrishnan & Bros Ltd,Director
9387,8838,614,V Ramachandran,Wipro Ltd,Company Secretary
9388,8839,1908,V Ramakrishnan,Pricol Ltd,Director
9389,8840,848,V Ramani,Tamil Nadu Petro Products Ltd,Whole Time Director & CFO
9390,8841,92,V Ramaswami,Borosil Glass Works Ltd,Whole-time Director
9391,8842,265,V Ramesh Rao,Gulf Oil Corporation Ltd,Director
9392,8843,20703,V Ranganathan,Indraprastha Gas Ltd,Director
9393,8844,148,V Ravichandran,EID Parry (India) Ltd,Vice Chairman
9394,8845,838,V Ravichandran,Godavari Fertilizers & Chemicals Ltd(merged),Managing Director
9395,8846,123,V Ravichandran,Coromandel International Ltd,Vice Chairman
9396,8847,28565,V Roja Rani,Vuppalamritha Magnetic Components Ltd,Company Secretary
9397,8848,13868,V S Gradhavi,Gujarat Mineral Development Corporation Ltd,Managing Director
9398,8849,118,V S Mehta,Colgate-Palmolive (India) Ltd,Director
9399,8850,12010,V S Murty,Electronics Corporation Of India Ltd,Company Secretary
9400,8851,12178,V S N Murty,TRL Krosaki Refractories Ltd,Director
9401,8852,2986,V S N Murty,Tata Metaliks Ltd,Director
9402,8853,14222,V S N Raju,Gati Ltd,Company Secretary
9403,8854,12002,V S Okhde,Indian Oil Corporation Ltd,Director
9404,8855,459,V S Parthasarathy,Punjab Tractors Ltd(merged),Director
9405,8856,43,V S Rangan,Atul Ltd,Director
9406,8857,29734,V S Senthil,Kerala State Beverages Mfg & Marketing Corpn Ltd,Director
9407,8858,399,V S Venkataraman,McDowell & Company Ltd (Merged),Company Secretary
9408,8859,8036,V S Venkataraman,United Spirits Ltd,Company Secretary
9409,8860,12607,V Sanjeevi,Container Corporation Of India Ltd,Director (Part-Time)
9410,8861,24194,V Shankar,Deccan Chronicle Holdings Ltd,Company Secretary
9411,8862,1879,V Shanker,Hind Lever Chemicals Ltd - (Merged),Whole-time Director
9412,8863,5926,V Shyam Sunder Reddy,ICSA (India) Ltd,Director
9413,8864,732,V Sinha,Balmer Lawrie & Company Ltd,Whole-time Director
9414,8865,26856,V Sivakumaran,Pratibha Industries Ltd,Director
9415,8866,29734,V Somasundaram,Kerala State Beverages Mfg & Marketing Corpn Ltd,Director
9416,8867,5420,V Sreedher,ONGC Videsh Ltd,Company Secretary
9417,8868,13428,V Sridar,Securities Trading Corporation Of India Ltd,Director
9418,8869,391,V Sridhar,MRF Ltd,Director
9419,8870,12115,V Srinivas,Cotton Corporation Of India Ltd,Director
9420,8871,2163,V Srinivas Rangan,Cholamandalam Investment & Finance Company Ltd,Director
9421,8872,230,V Srinivasa Rangan,Housing Development Finance Corporation Ltd,Executive Director
9422,8873,2096,V Srinivasan,3M India Ltd,Company Secretary
9423,8874,20650,V Srinivasan,3i Infotech Ltd,Managing Director & CEO
9424,8875,4402,V Subramani,Tulsyan NEC Ltd,Company Secretary
9425,8876,538,V Subramanian,Sundaram Clayton Ltd,Director
9426,8877,18075,V Subramanian,Rural Electrification Corporation Ltd,Director(PartTime NonOfficial)
9427,8878,22322,V Subramanian,Binani Cement Ltd,Director
9428,8879,12135,V Sudhakar Chowdary,Krishak Bharati Co-operative Ltd,Director
9429,8880,31,V Sumantran,Ashok Leyland Ltd,Vice Chairman (Non-executive)
9430,8881,24194,V Suresh,Deccan Chronicle Holdings Ltd,Director
9431,8882,24951,V T Moorthy,UltraTech Cement Ltd,Director
9432,8883,911,V T Purswani,Indo Gulf Corporation Ltd (Merged),Director
9433,8884,24008,V Thulasidas,Air-India Charters Ltd,Chairman
9434,8885,12055,V Thulasidas,Air India Ltd(merged),Chairman & Managing Director
9435,8886,12009,V Thulasidas,Indian Airlines Ltd,Director
9436,8887,195,V Thyagarajan,Glaxosmithkline Pharma Ltd,Vice Chairman
9437,8888,16940,V V Bhat,Delhi Metro Rail Corporation Ltd,Director
9438,8889,26520,V V Bhat,BSES Rajdhani Power Ltd,Nominee
9439,8890,16166,V V Chaubal,Godrej Agrovet Ltd,Company Secretary
9440,8891,16166,V V Chaubal,Godrej Agrovet Ltd,Company Secretary
9441,8892,19296,V V Chowgule,Chowgule & Company Pvt Ltd,Managing Director
9442,8893,7247,V V Jamnis,Ispat Mettallics India Ltd(merged),Additional Director
9443,8894,21196,V V Krishna Rao,Steel Exchange India Ltd,Director
9444,8895,2401,V V Rao,HBL Power Systems Ltd,Nominee (IDBI)
9445,8896,3617,V V Subba Rao,Ipca Laboratories Ltd,Director
9446,8897,1768,V V Sureshkumar,Winro Commercial (India) Ltd,Chairman
9447,8898,226,V V Vachhrajani,Gujarat State Fertilizers & Chemicals Ltd,Company Secretary
9448,8899,23238,V V Warty,Lanco Kondapalli Power Private Ltd,Nominee (SBI)
9449,8900,57,V Venkata Reddy,Bannari Amman Sugars Ltd,Vice Chairman
