uuid,did,cid,name,cname,designation
8792,8243,24057,Sunil Varma,Gitanjali Gems Ltd,Whole-time Director
8793,8244,6548,Sunil Varma,Shriram City Union Finance Ltd,Director
8794,8245,25654,Sunil Wadhwa,Tata Power Trading Company Ltd,Director
8795,8246,25353,Sunil Wadhwa,Tata Power Delhi Distribution Ltd,Chief Finance Officer & CS
8796,8247,308,Sunil Wadhwa,Usha International Ltd,Managing Director
8797,8248,2292,Sunir Khurana,MMTC Ltd,Director (Marketing)
8798,8249,197,Sunit Kapur,Federal-Mogul Goetze (India) Ltd,Managing Director
8799,8250,25579,Sunita Agarwal,Macleods Pharmaceuticals Ltd,Company Secretary
8800,8251,28315,Sunita Mathur,Neel Metal Products Ltd,Independent Director
8801,8252,3169,Sunita Sharma,Bhushan Steel Ltd,Nominee (LIC)
8802,8253,1054,Sunjay Kapur,Sona Koyo Steering Systems Ltd,Vice Chairman & M.D.
8803,8254,15293,Sunny Gaur,Jaiprakash Associates Ltd,Managing Director
8804,8255,15293,Sunny Gaur,Jaiprakash Associates Ltd,Managing Director
8805,8256,17136,Suparas Bhandari,J K Cements Ltd,Director
8806,8257,5400,Suprakash Mukhopadhyay,Tata Consultancy Services Ltd,Company Secretary
8807,8258,2497,Suprakash Mukhopadhyay,TCS e-Serve Ltd,Director
8808,8259,25303,Suprakash Mukhopadhyay,Drive India Enterprise Solutions Ltd,Director
8809,8260,29545,Supratim Banerjee,A2Z Maintenance & Engineering Services Ltd,Alternate Director
8810,8261,111,Supriya Coomer,Exide Industries Ltd,Company Secretary
8811,8262,24955,Surabh K Mittal,Indiabulls Financial Services Ltd,Director
8812,8263,12196,Suraj Mall Singhi,EMC Ltd,Director
8813,8264,14266,Suren Jain,Jaiprakash Power Ventures Ltd,Managing Director & CFO
8814,8265,700,Surender Gupta,RSWM Ltd,Company Secretary
8815,8266,29545,Surender Kumar Tuteja,A2Z Maintenance & Engineering Services Ltd,Chairman (Non-Executive)
8816,8267,3272,Surender Kumar Tuteja,Havells India Ltd,Director
8817,8268,19969,Surender Kumar Tuteja,Intas Pharmaceuticals Ltd,Director
8818,8269,1180,Surendra A Dave,Shrenuj & Company Ltd,Director
8819,8270,14057,Surendra Agarwal,Honda Siel Cars India Ltd,Director
8820,8271,3118,Surendra B Jiwrajka,Alok Industries Ltd,Joint Managing Director
8821,8272,27458,Surendra Kumar Garg,NKG Infrastructure Ltd,Vice Chairman
8822,8273,1065,Surendra Kumar Gupta,Sunflag Iron & Steel Company Ltd,Whole-time Director
8823,8274,27257,Surendra Mohan Lakhotia,Adhunik Metaliks Ltd,Director
8824,8275,27257,Surendra Mohan Lakhotia,Adhunik Metaliks Ltd,Director
8825,8276,1131,Surendra Rao,Honeywell Automation India Ltd,Director
8826,8277,592,Surendra Singh,Jubilant Life Sciences Ltd,Director
8827,8278,1026,Surendra Singh,GHCL Ltd,Additional Director
8828,8279,2771,Surendra Singh,NIIT Ltd,Director
8829,8280,2296,Surendra Singh,CMC Ltd,Director
8830,8281,24978,Surendra Singh,NIIT Technologies Ltd,Director
8831,8282,911,Suresh C Dad,Indo Gulf Corporation Ltd (Merged),Company Secretary
8832,8283,12606,Suresh C Munjal,Hero Cycles Ltd,Managing Director
8833,8284,614,Suresh C Senapaty,Wipro Ltd,Executive Director & CFO
8834,8285,14266,Suresh Chandra,Jaiprakash Power Ventures Ltd,Whole-time Director
8835,8286,12061,Suresh Chandra Gupta,National Fertilizer Ltd,Official Director (Part time)
8836,8287,3704,Suresh Chandra Shahra,Anik Industries Ltd,Managing Director
8837,8288,24057,Suresh Chukkapalli,Gitanjali Gems Ltd,Director
8838,8289,4177,Suresh G Sheth,Blue Dart Express Ltd,Director
8839,8290,1106,Suresh Gupta,Paper Products Ltd,Chairman & Managing Director
8840,8291,1056,Suresh Inderchand Surana,Polyplex Corporation Ltd,Director
8841,8292,1908,Suresh Jagannathan,Pricol Ltd,Director
8842,8293,23244,Suresh Kishinchand Khatanhar,ISMT Ltd,Nominee (IDBI)
8843,8294,24169,Suresh Krishna,T V Sundram Iyengar & Sons Ltd,Director
8844,8295,12416,Suresh Krishna,Lucas - TVS Ltd,Director
8845,8296,539,Suresh Krishna,Sundram Fasteners Ltd,Chairman & Managing Director
8846,8297,621,Suresh Krishnan,Zuari Industries Ltd,Director
8847,8298,148,Suresh Krishnan,EID Parry (India) Ltd,Company Secretary
8848,8299,849,Suresh Kumar,Jaiprakash Industries Ltd - (Merged),Director
8849,8300,12607,Suresh Kumar,Container Corporation Of India Ltd,Director (Finance)
8850,8301,13819,Suresh Kumar Agrawal,Manaksia Ltd,Whole-time Director
8851,8302,28245,Suresh Kumar Goenka,Tecpro Systems Ltd,Director
8852,8303,26813,Suresh Kumar Patni,Rohit Ferro Tech Ltd,Chairman
8853,8304,27538,Suresh Kumar Patni,Ankit Metal & Power Ltd,Chairman
8854,8305,26813,Suresh Kumar Patni,Rohit Ferro Tech Ltd,Chairman
8855,8306,15192,Suresh Kumar Rawat,Northern Coalfields Ltd,Director
8856,8307,538,Suresh Kumar Sharma,Sundaram Clayton Ltd,Director
8857,8308,942,Suresh Kumar Singla,Nahar Spinning Mills Ltd,Director
8858,8309,4689,Suresh Lakhiani,Ushdev International Ltd,Director
8859,8310,15853,Suresh Mathur,Gujarat State Petroleum Corporation Ltd,Director
8860,8311,1318,Suresh Mathur,Omax Autos Ltd,Chairman
8861,8312,24065,Suresh Mathur,Gujarat State Petronet Ltd,Director
8862,8313,23740,Suresh Mehra,Malayala Manorama Company Ltd,Director
8863,8314,14801,Suresh N Talwar,Biocon Ltd,Director
8864,8315,3187,Suresh N Talwar,S.Kumars Nationwide Ltd,Director
8865,8316,82,Suresh N Talwar,Blue Star Ltd,Director
8866,8317,1180,Suresh N Talwar,Shrenuj & Company Ltd,Director
8867,8318,208,Suresh N Talwar,Greaves Cotton Ltd,Director
8868,8319,218,Suresh Neotia,Ambuja Cements Ltd,Chairman Emeritus
8869,8320,125,Suresh Prabhu,Crompton Greaves Ltd,Director
8870,8321,124,Suresh Rajpal,Cosmo Films Ltd,Director
8871,8322,4386,Suresh S Kalmadi,Sai Service Station Ltd,Whole-time Director
8872,8323,244,Suresh Talwar,Cadbury India Ltd,Director
8873,8324,25777,Suresh Vishwasrao,Bombay Rayon Fashions Ltd,Director
8874,8325,1054,Surinder Kapur,Sona Koyo Steering Systems Ltd,Chairman
8875,8326,124,Surinder Kapur,Cosmo Films Ltd,Director
8876,8327,1024,Surinder Kapur,Asahi India Glass Ltd,Director
8877,8328,231,Surinder Kumar,GlaxoSmithkline Consumer Healthcare Ltd,Company Secretary
8878,8329,1250,Surinder Kumar,Venkys (India) Ltd,Additional Director
8879,8330,27387,Surinder Kumar Arora,L T Foods Ltd,Joint Managing Director
8880,8331,12399,Surinder Kumar Jakhar,Indian Farmers Fertilizer Cooperative Ltd,Chairman
8881,8332,941,Surinder Kumar Mehta,Munjal Showa Ltd,Director
8882,8333,3272,Surjit Gupta,Havells India Ltd,Director
8883,8334,307,Surjit Singh Bawa,Jagatjit Industries Ltd,Director
8884,8335,7897,Surya Prakash Tosniwal,SPT Securities Ltd,Director
8885,8336,12002,Sushama Nath,Indian Oil Corporation Ltd,Independent Director
8886,8337,6068,Sushama Nath,Oil & Natural Gas Corpn Ltd,Additional Director
8887,8338,24985,Sushant Sagar Mittal,International Tractors Ltd,Director
8888,8339,3187,Susheel Kak,S.Kumars Nationwide Ltd,Director
8889,8340,27660,Susheel Kak,Brandhouse Retails Ltd,Nominee
8890,8341,5762,Susheel Kumar,Cochin Shipyard Ltd,Director
8891,8342,285,Sushil Agarwal,Aditya Birla Nuvo Ltd,Whole-time Director
8892,8343,2820,Sushil Ansal,Ansal Properties & Infrastructure Ltd,Chairman & Wholetime Director
8893,8344,7310,Sushil Chandra,Ahluwalia Contracts (India) Ltd,Director
8894,8345,700,Sushil Jhunjhunwala,RSWM Ltd,Director
8895,8346,20287,Sushil K Maroo,Jindal Steel & Power Ltd,Director
8896,8347,5452,Sushil Khanna,Oil India Ltd,Director
8897,8348,12001,Sushil Khanna,NTPC Ltd,Director(PartTime NonOfficial)
8898,8349,13819,Sushil Kumar Agrawal,Manaksia Ltd,Whole-time Director
8899,8350,6423,Sushil Kumar Goenka,Emami Ltd,Managing Director
8900,8351,1019,Sushil Kumar Jain,HCL Infosystems Ltd,Company Secretary
8901,8352,141,Sushil Kumar Jalan,DCW Ltd,Director
8902,8353,13360,Sushil Kumar Maroo,Jindal Power Ltd,Deputy Managing Director
8903,8354,6,Sushil Kumar Roongta,ACC Ltd,Director
8904,8355,3348,Sushil Kumar Sethi,SPML Infra Ltd,Managing Director
8905,8356,396,Sushil Kumar Tiwari,HeidelbergCement India Ltd,Whole-time Director
8906,8357,12005,Sushil Muhnot,Small Industries Development Bank of India Ltd,Chairman & Managing Director
8907,8358,2900,Sushil Sharma,Vardhman Polytex Ltd,Company Secretary
8908,8359,25557,Sushmadevi Didwania,Hazel Mercantile Ltd,Director
8909,8360,5503,Sushobhan Sarker,Infrastructure Leasing & Financial Services Ltd,Director
8910,8361,4248,Sushobhan Sarker,LIC Housing Finance Ltd,Managing Director
8911,8362,4701,Susil Kumar Pal,Greenply Industries Ltd,Director
8912,8363,7388,Suvindra Kumar,Emmsons International Ltd,Company Secretary
8913,8364,24907,Swaminathan Dandapani,Infosys BPO Ltd,Managing Director
8914,8365,20946,Swapan Kumar Bagchi,SPS Steels Rolling Mills Ltd,Nominee (IDBI)
8915,8366,621,Swapnil Yelgaonkar,Zuari Industries Ltd,Company Secretary
8916,8367,1057,Swarna Prabha Sukumar,Uttam Galva Steels Ltd,Nominee (LIC)
8917,8368,304,Swaroop Chand Sethi,JK Tyre & Industries Ltd,Whole-time Director
8918,8369,29368,Swarup Chandra Parija,ARSS Infrastructure Projects Ltd,Director
8919,8370,175,Swati A Piramal,Nestle India Ltd,Director
8920,8371,412,Swati A Piramal,Piramal Healthcare Ltd,Executive Director
8921,8372,1754,Swati A Piramal,Piramal Glass Ltd,Director
8922,8373,7102,Swati Agarwal,Responsive Industries Ltd,Director
8923,8374,2356,Swati Ahuja,Ahmednagar Forgings Ltd,Company Secretary
8924,8375,92,Swati Sahukara,Borosil Glass Works Ltd,Company Secretary
8925,8376,21,Syamal Gupta,Andhra Valley Power Supply Company Ltd (Merged),Director
8926,8377,3099,Syed Anis Hussain,Sathavahana Ispat Ltd,Director
8927,8378,16355,Syed M Salahuddin,Schreiber Dynamix Dairies Ltd,Director
8928,8379,328,Syed Shahzad Akhtar,Whirlpool of India Ltd,Whole-time Director
8929,8380,1742,T A Dubash,Godrej Industries Ltd,Whole-time Director
8930,8381,23220,T A F de Rond,United Breweries Ltd,Director
8931,8382,1927,T Balaji,L G Balakrishnan & Bros Ltd,Director
8932,8383,155,T Balaji Naidu,Elgi Equipments Ltd,Director
8933,8384,29734,T Balakrishnan,Kerala State Beverages Mfg & Marketing Corpn Ltd,Director
8934,8385,19197,T Bhaskaran,Saint Gobain Glass India Ltd,Whole-time Director
8935,8386,12874,T C Goel,Goa Shipyard Ltd,Director(PartTime NonOfficial)
8936,8387,6890,T C Goyal,DLF Ltd,Managing Director
8937,8388,6890,T C Goyal,DLF Ltd,Managing Director
8938,8389,13428,T C Venkat Subramanian,Securities Trading Corporation Of India Ltd,Director
8939,8390,1909,T C Venkat Subramanian,Rolta India Ltd,Director
8940,8391,1196,T C Venkat Subramanian,Jyoti Structures Ltd,Director
8941,8392,20711,T D Mohan,CavinKare Pvt Ltd,Joint Managing Director
8942,8393,1908,T G Thamizhanban,Pricol Ltd,Company Secretary
8943,8394,4133,T H N S Damodara Rao,Southern Power Distribution Company of AP Ltd,Director
8944,8395,15853,T Harinarayana,Gujarat State Petroleum Corporation Ltd,Director
8945,8396,16500,T Indira Reddy,Gayatri Projects Ltd,Chairperson
8946,8397,5452,T K Ananth Kumar,Oil India Ltd,Director (Finance)
8947,8398,848,T K Arun,Tamil Nadu Petro Products Ltd,Director
8948,8399,525,T K Arun,Southern Petrochemicals Industries Corporation Ltd,Nominee (TIDCO)
8949,8400,636,T K Balaji,Apollo Hospitals Enterprise Ltd,Director
8950,8401,1016,T K Balaji,Titan Industries Ltd,Director
8951,8402,267,T K Balaji,TVS Suzuki Ltd (Merged),Director
8952,8403,538,T K Balaji,Sundaram Clayton Ltd,Director
8953,8404,12416,T K Balaji,Lucas - TVS Ltd,Managing Director
8954,8405,12502,T K Chand,Central Coalfields Ltd,Director (Personnel)
8955,8406,12037,T K Doshi,Central Warehousing Corporation,Director
8956,8407,614,T K Kurien,Wipro Ltd,Executive Director & CEO
8957,8408,2831,T K Mukhopadhyay,Sangam (India) Ltd,Director
8958,8409,12502,T K Nag,Central Coalfields Ltd,Director (Technical & Operatio
8959,8410,15823,T K Nagaraj,Essar Constructions India Ltd,Director
8960,8411,20287,T K Sadhu,Jindal Steel & Power Ltd,Company Secretary
8961,8412,609,T K Seshadri,Wheels India Ltd,Director
8962,8413,24986,T K Swaminathan,Suguna Poultry Farm Ltd,Company Secretary
8963,8414,267,T Kannan,TVS Suzuki Ltd (Merged),Director
8964,8415,8029,T Kannan,TVS Motor Company Ltd,Director
8965,8416,103,T L Palani Kumar,Carborundum Universal Ltd,Director
8966,8417,19440,T L Paul,PPN Power Generating Company Pvt Ltd,Director
8967,8418,12849,T L Sankar,Rain Calcining Ltd(merged),Director
8968,8419,3924,T M Jagan Mohan,Sanghi Industries Ltd,Director
8969,8420,2301,T M Jeyachandran,Fertilizers & Chemicals Travancore Ltd,Director(Parttime Non-officia)
8970,8421,24585,T M M Nambiar,Navin Fluorine International Limited,Director
8971,8422,3306,T M Nagarajan,Reliance Petroleum Ltd (Merged),Nominee (IDBI)
8972,8423,4361,T Mallikarjuna Reddy,Arch Pharmalabs Ltd,Vice Chairman
8973,8424,69,T Mukherjee,Bharat Forge Ltd,Director
8974,8425,5466,T Murachi,Toyo Engineering India Ltd,Chairman
8975,8426,3225,T N C Rajagopalan,Diamond Power Infrastructure Ltd,Director
8976,8427,246,T N Chaturvedi,Hindustan Dorr-Oliver Ltd,Director
8977,8428,5954,T N Chaturvedi,IVRCL Ltd,Director
8978,8429,5954,T N Chaturvedi,IVRCL Ltd,Director
8979,8430,1318,T N Kapoor,Omax Autos Ltd,Director
8980,8431,2567,T N Manoharan,Satyam Computer Services Ltd,Nominee (Govt)
8981,8432,25654,T N Ramakrishnan,Tata Power Trading Company Ltd,Company Secretary
8982,8433,20076,T N Thakur,PTC India Ltd,Chairman & Managing Director
8983,8434,2141,T N V Ayyar,EMCO Ltd,Director
8984,8435,12312,T Narayanan,Brakes India Ltd,Company Secretary
8985,8436,16083,T Norbu,North Eastern Electric Power Corporation Ltd,Director (Part-Time)
8986,8437,14057,T Oyama,Honda Siel Cars India Ltd,Director
8987,8438,14705,T P Shrivastva,South Eastern Coalfields Ltd,Director (Technical)
8988,8439,413,T P Subramanian,JSW ISPAT Steel Ltd,President & Company Secretary
8989,8440,18488,T P Vijayasarathy,Torrent Power Ltd,Whole-time Director
8990,8441,12197,T Prabakaran,Housing & Urban Development Corporation Ltd,Chairman & MD & Dir.(Finance)
8991,8442,578,T Punwani,Eveready Industries India Ltd,Company Secretary
8992,8443,12005,T R Bajalia,Small Industries Development Bank of India Ltd,Director
8993,8444,14906,T R C Bose,Vijai Electricals Ltd,Director
8994,8445,5954,T R C Bose,IVRCL Ltd,Director
8995,8446,14906,T R C Bose,Vijai Electricals Ltd,Director (Projects)
8996,8447,5954,T R C Bose,IVRCL Ltd,Director
8997,8448,22322,T R C Nair,Binani Cement Ltd,Addtnl Independent Director
8998,8449,12607,T R Doongaji,Container Corporation Of India Ltd,Director (Part-Time)
8999,8450,43,T R Gopi Kannan,Atul Ltd,Company Secretary
9000,8451,12133,T R K Rao,Hindustan Shipyard Ltd,Official Director (Part time)
9001,8452,26997,T R Madhavan,Centrum Direct Ltd,Vice Chairman
9002,8453,3627,T R Malik,Viraj Alloys Ltd,Additional Director
9003,8454,2110,T R Narayanaswamy,Amara Raja Batteries Ltd,Director
9004,8455,23050,T R Prasad,Pipavav Defence & Offshore Engineering Company Ltd,Additional Director
9005,8456,24610,T R Sridharan,Jindal Stainless Ltd,Director
9006,8457,538,T R Sridharan,Sundaram Clayton Ltd,Director
9007,8458,563,T Rajagopalan,Thirumalai Chemicals Ltd,Company Secretary
9008,8459,17540,T Ramachandru,Bharat Dynamics Ltd,Nominee (Govt)
9009,8460,5458,T Ravi Prakash,GVK Industries Ltd,Company Secretary
9010,8461,24610,T S Bhattacharya,Jindal Stainless Ltd,Director
9011,8462,24610,T S Bhattacharya,Jindal Stainless Ltd,Additional Director
9012,8463,12177,T S Bhattacharya,Nuclear Power Corporation,Director
9013,8464,13229,T S Ganeshan,Garden Reach Shipbuilders & Engineers Ltd,Chairman & Managing Director
9014,8465,24038,T S Narasimhan,Delhi Assam Roadways Corporation Ltd,Executive Director
9015,8466,2334,T S Narayanasami,ITI Ltd,Director
9016,8467,2293,T S Narayanasami,Mahanagar Telephone Nigam Ltd,Director (Part-Time)
9017,8468,23238,T S Ong,Lanco Kondapalli Power Private Ltd,Director
9018,8469,24587,T S R Subramanian,SKOL Breweries Ltd,Director
9019,8470,267,T S Rajagopalan,TVS Suzuki Ltd (Merged),Company Secretary
9020,8471,2339,T S Ramachandran,Chennai Petroleum Corporation Ltd,Director (Technical)
9021,8472,14222,T S Rao,Gati Ltd,Director
9022,8473,3348,T S Shiva Shankar,SPML Infra Ltd,Additional Director
9023,8474,2299,T S Suresh,Steel Authority of India Ltd,Executive Director
9024,8475,609,T S Vijayaraghavan,Wheels India Ltd,Director
9025,8476,159,T S Vishwanath,Alstom T&D India Ltd,Chairman & Director
9026,8477,14871,T Sankaralingam,BGR Energy Systems Ltd,Managing Director
9027,8478,18593,T Satyanarayana Rao,Andhra Pradesh Power Generation Corporation Ltd,Director
9028,8479,28369,T Shivaraman,Shriram EPC Ltd,Managing Director & CEO
9029,8480,13586,T Sridhar,Cognizant Technology Solutions India Pvt Ltd,Director
9030,8481,16577,T Srinidhi,STCL Ltd,Director
9031,8482,18363,T Srinivasan,Rajasthan State Mines & Minerals Ltd,Chairman
9032,8483,4301,T T Jagannathan,TTK Prestige Ltd,Executive Chairman
9033,8484,4301,T T Raghunathan,TTK Prestige Ltd,Vice Chairman
9034,8485,540,T T Srinivasaraghavan,Sundaram Finance Ltd,Managing Director
9035,8486,12312,T T Srinivasaraghavan,Brakes India Ltd,Director
9036,8487,20793,T Thomas,Lafarge India Ltd,Chairman
9037,8488,2324,T V John,Bongaigaon Refinery & Petrochemicals Ltd(merged),Director (Finance)
9038,8489,565,T V Narendran,Tinplate Company of India Ltd,Additional Director
9039,8490,111,T V Ramanathan,Exide Industries Ltd,Managing Director & CEO
9040,8491,16500,T V Sandeep Kumar Reddy,Gayatri Projects Ltd,Managing Director
9041,8492,24194,T Venkattram Reddy,Deccan Chronicle Holdings Ltd,Chairman
9042,8493,24194,T Vinayak Ravi Reddy,Deccan Chronicle Holdings Ltd,Vice Chairman
9043,8494,16486,Tae Hwan Chung,Hyundai Motor India Ltd,Additional Director
9044,8495,2167,Tahir Hasan,ISGEC Heavy Engineering  Ltd,Director
9045,8496,856,Takashi Aoyama,Denso India Ltd,Alternate Director
9046,8497,469,Takashi Shoda,Ranbaxy Laboratories Ltd,Director
9047,8498,23238,Tan Kong Han,Lanco Kondapalli Power Private Ltd,Director
9048,8499,15542,Tan Yong Choo,Bharti Airtel Ltd,Director
9049,8500,426,Tanhieya Ghosh,OTIS Elevator Company (India) Ltd,Company Secretary
9050,8501,21960,Tanya Arvind Dubash,Godrej Consumer Products Ltd,Director
9051,8502,16166,Tanya Dubash,Godrej Agrovet Ltd,Director
9052,8503,18683,Tapan Buch,Procter & Gamble Home Products Ltd,Additional Director
9053,8504,8033,Tapan K Parida,Syngenta India Ltd,Company Secretary
9054,8505,4767,Tapan Mitra,Thermax Ltd,Director
9055,8506,20099,Tapan Ray,Petronet LNG Ltd,Nominee Director GMB
9056,8507,13868,Tapan Ray,Gujarat Mineral Development Corporation Ltd,Director
9057,8508,15853,Tapan Ray,Gujarat State Petroleum Corporation Ltd,Managing Director
9058,8509,24065,Tapan Ray,Gujarat State Petronet Ltd,Managing Director
9059,8510,12380,Tapas Kumar Lahiry,Bharat Coking Coal Ltd,Chairman & Managing Director
9060,8511,285,Tapasha Chattopadhyay,Aditya Birla Nuvo Ltd,Nominee (LIC)
9061,8512,445,Tara Shankar Bhattacharya,Surya Roshni Ltd,Director
9062,8513,24985,Taranjit Singh,International Tractors Ltd,Director
9063,8514,34,Tarjani Vakil,Asian Paints Ltd,Director
9064,8515,285,Tarjani Vakil,Aditya Birla Nuvo Ltd,Director
9065,8516,22071,Tarjani Vakil,Mahindra Intertrade Ltd,Director
9066,8517,23040,Tarjani Vakil,Idea Cellular Ltd,Director
9067,8518,27581,Tarlochan Singh,C & C Constructions Ltd,Director
9068,8519,856,Taro Nanko,Denso India Ltd,Alternate Director
9069,8520,12109,Tarun Jain,Bharat Aluminium Company Ltd,Director
9070,8521,3487,Tarun K Singh,Murli Industries Ltd,Company Secretary
9071,8522,27458,Tarun Kansal,NKG Infrastructure Ltd,Director
9072,8523,29583,Tarun Khanna,SKS Microfinance Ltd,Independent Director
9073,8524,565,Tarun Kumar Daga,Tinplate Company of India Ltd,Managing Director
9074,8525,556,Tarun Kumar Srivastava,TRF Ltd,Company Secretary
9075,8526,20058,Tarun Sawhney,Triveni Engineering and Industries Ltd,Joint Managing Director
9076,8527,4244,Tatsuo Fuke,Adani Enterprises Ltd,Alternate Director
9077,8528,2997,Tejpal S Shah,Shah Alloys Ltd,Director
9078,8529,513,Tejpreet S Chopra,SRF Ltd,Additional Director
9079,8530,12061,Tek Chand,National Fertilizer Ltd,Company Secretary
9080,8531,20696,Teo Kim Yong,Adani Wilmar Ltd,Director
9081,8532,18401,Terence R Rogers,Tata Steel Processing & Distribution Ltd,Additional Director
9082,8533,941,Tetsuo Terada,Munjal Showa Ltd,Joint Managing Director
9083,8534,3118,Thankom T Mathew,Alok Industries Ltd,Nominee (LIC)
9084,8535,59,Thilo Bischoff,BASF India Ltd,Whole-time Director
9085,8536,90,Thomas Dee,Abbott India Ltd,Additional Director
9086,8537,20793,Thomas Farrell,Lafarge India Ltd,Chief Executive Officer
9087,8538,474,Thomas Fernandes,Raymond Ltd,Company Secretary
9088,8539,227,Thomas M Connely,Grasim Industries Ltd,Director
9089,8540,554,Thomas Mathew T,Tata Power Company Ltd,Nominee (LIC)
9090,8541,348,Thomas Mathew T,Larsen & Toubro Ltd,Nominee (LIC)
9091,8542,27802,Thomas P Sodano,Fullerton India Credit Company Ltd,Director
9092,8543,1178,Thomas T Thoppil,Hewlett-Packard Globalsoft Pvt Ltd,Director
9093,8544,16013,Thomas Y Yasuda,Escotel Mobile Communications Ltd,Director
9094,8545,2336,Tilak Dhar,DCM Shriram Industries Ltd,Chairman & Managing Director
9095,8546,27323,Tilak Raj Bajalia,JSW Energy Ltd,Nominee (IDBI)
9096,8547,5135,Tilak Raj Khosla,Alps Industries Ltd,Director
9097,8548,19969,Tilokchand P Ostwal,Intas Pharmaceuticals Ltd,Director
9098,8549,1106,Timo Salonen,Paper Products Ltd,Alternate Director
9099,8550,6272,Timothy Eby Lee,General Motors India Ltd,Director
9100,8551,3118,Timothy Ingram,Alok Industries Ltd,Director
9101,8552,24169,Tirumala Kumara Balaji,T V Sundram Iyengar & Sons Ltd,Director
9102,8553,5508,TMGK Bhat,Kudremukh Iron & Steel Company Ltd,Director (Finance)
9103,8554,12546,TMGK Bhat,KIOCL Ltd,Director (Finance)
9104,8555,26485,Tomy Joseph,Mother Dairy Food Processing Ltd,Company Secretary
9105,8556,37,Tore Bertilsson,SKF India Ltd,Director
9106,8557,2966,Toshimi Shirakawa,Motherson Sumi Systems Ltd,Director
9107,8558,14773,Toshinari Kunieda,Tata Teleservices Ltd,Additional Director
9108,8559,782,Toshio Masuda,Lumax Industries Ltd,Executive Director
9109,8560,28069,Trevor Lucas,WABCO India Ltd,Director
9110,8561,28069,Trevor Lucas,WABCO India Ltd,Director
9111,8562,281,Tridibesh Mukherjee,IFB Industries Ltd,Director
9112,8563,25048,Trilochan Panda,Icomm Tele Ltd,Director (Finance)
9113,8564,2306,Trimbakdas S Zanwar,Bharat Heavy Electricals Ltd,Director(PartTime NonOfficial)
9114,8565,12399,Tryambakrao G Sirsath,Indian Farmers Fertilizer Cooperative Ltd,Director
9115,8566,37,Tryggve Sthen,SKF India Ltd,Director
9116,8567,15542,Tsun Yan Hsieh,Bharti Airtel Ltd,Director
9117,8568,5496,Tsuneo Ohashi,Maruti Suzuki India Ltd,Director & Managing EO(Prod.)
9118,8569,267,Tsuneo Riew,TVS Suzuki Ltd (Merged),Director
9119,8570,469,Tsutomu Une,Ranbaxy Laboratories Ltd,Chairman
9120,8571,213,TT Ram Mohan,Gujarat Narmada Valley Fertilisers Company Ltd,Director
9121,8572,12586,Tu Shu Chyuan,Redington India Ltd,Nominee
9122,8573,13872,Tulsi R Tanti,Suzlon Energy Ltd,Chairman & Managing Director
9123,8574,14556,Tushar Goel,Amrit Banaspati Company Ltd,Assistant Company Secretary
9124,8575,4177,Tushar Gunderia,Blue Dart Express Ltd,Company Secretary
9125,8576,3010,Tushar Patel,Kemrock Industries & Exports Ltd,Director
9126,8577,1150,U C Agarwal,Jay Bharat Maruti Ltd,Director
9127,8578,2191,U C Agarwal,Maharashtra Seamless Ltd,Director
9128,8579,4149,U C Rege,Savita Oil Technologies Ltd,Vice President & CS
9129,8580,18593,U G Krishna Murthy,Andhra Pradesh Power Generation Corporation Ltd,Director (Technical)
9130,8581,2496,U K Basu,Mangalore Refinery And Petrochemicals Ltd,Managing Director
9131,8582,27375,U K Khaitan,Sutlej Textiles and Industries Ltd,Director
9132,8583,92,U K Mukhopadhyay,Borosil Glass Works Ltd,Director
9133,8584,22054,U K Panda,Western Electricity Supply Co of Orissa Ltd,Director
9134,8585,557,U M Rao,Tata Global Beverages Ltd,Director
9135,8586,413,U Mahesh Rao,JSW ISPAT Steel Ltd,Director
9136,8587,6068,U N Bose,Oil & Natural Gas Corpn Ltd,Director (Technology & FS)
9137,8588,5420,U N Bose,ONGC Videsh Ltd,Director (Part-Time)
9138,8589,12029,U N Bose,Engineers India Ltd,Director
9139,8590,29368,U N Challu,ARSS Infrastructure Projects Ltd,Independent Director
9140,8591,135,U P Jhaveri,Deepak Fertilizers & Petrochemicals Corp Ltd,Director
9141,8592,14727,U P Singh,Neelachal Ispat Nigam Ltd,Director
9142,8593,12059,U P Singh,NMDC Ltd,Nominee (Govt)
9143,8594,12399,U S Awasthi,Indian Farmers Fertilizer Cooperative Ltd,Managing Director
9144,8595,13153,U S Awasthi,Indian Potash Ltd,Director
9145,8596,1105,U S Bhartia,India Glycols Ltd,Chairman & Managing Director
9146,8597,13153,U S Jha,Indian Potash Ltd,Director
9147,8598,23,U S Oberoi,Apollo Tyres Ltd,Whole-time Director
9148,8599,12328,U S Upadhyay,Eastern Coalfields Ltd,Director (Technical)
9149,8600,7167,U Shekhar,Galaxy Surfactants Ltd,Managing Director
9150,8601,5762,U Sundararajan,Cochin Shipyard Ltd,Director
9151,8602,336,U V Rao,Kirloskar Brothers Ltd,Director
9152,8603,12010,U Vishnumurthy,Electronics Corporation Of India Ltd,Director (Finance)
9153,8604,22071,U Y Phadke,Mahindra Intertrade Ltd,Director
9154,8605,2300,Udai N Abhyankar,State Trading Corporation of India Ltd,Director(PartTime NonOfficial)
9155,8606,2295,Uday B Desai,Tata Communications Ltd,Director
9156,8607,12466,Uday Chitale,ICICI Securities Ltd,Director
